AÑO;MES;ESTACION_DE_MEDICION;CCAA;PROVINCIA;TEMPERATURA_MINIMA;TEMPERATURA_MAXIMA;TEMPERATURA_MEDIA
2015;10;ESCORCA-SON TORRELLA;Illes Balears;Illes Balears;3,1;23,4;12,839
2015;10;ESPIEL-C.TÉRMICA;Andalucía;Córdoba;6,9;29,1;17,369
2015;10;ESPOLLA 'LES ALBERES';Cataluña;Girona;6,9;30,1;16,427
2015;10;ESPOLLA, LES ALBERES;Cataluña;Girona;7,0;29,8;16,46
2015;10;ESTACA DE BARES;Galicia;A Coruña;11,1;21,1;15,341
2015;10;ESTEPONA;Andalucía;Málaga;14,2;29,8;20,754
2015;10;ESTERIBAR, EMBALSE DE EUGI;Comunidad Foral de Navarra;Navarra;-0,3;21,6;11,866
2015;10;ESTERRI DANEU;Cataluña;Lleida;-2,8;24,7;11,371
2015;10;EVC_MAÓ;Illes Balears;Illes Balears;14,0;27,8;20,004
2015;10;FERROL-A GRAÑA;Galicia;A Coruña;8,2;23,5;16,416
2015;10;FIGUERES, ELS ASPRES;Cataluña;Girona;8,2;30,4;16,968
2015;10;FISTERRA;Galicia;A Coruña;9,6;23,6;15,31
2015;10;FOLGOSO DO COUREL;Galicia;Lugo;3,0;22,2;13,308
2015;10;FONFRÍA;Aragón;Teruel;1,0;21,4;11,797
2015;10;FONTMARTINA;Cataluña;Barcelona;4,3;23,3;12,603
2015;10;FORMENTERA;Illes Balears;Illes Balears;10,1;27,9;20,105
2015;10;FORONDA-TXOKIZA;País Vasco;Araba/Álava;-1,4;25,1;13,039
2015;10;FORUA;País Vasco;Bizkaia;2,8;27,5;15,742
2015;10;FRAGA;Aragón;Huesca;2,8;28,2;16,982
2015;10;FREDES;Comunitat Valenciana;Castellón/Castelló;0,9;22,4;10,981
2015;10;FREGENAL DE LA SIERRA;Extremadura;Badajoz;6,2;27,1;15,913
2015;10;FRESNO DE CANTIESPINO;Castilla y León;Segovia;-2,0;23,9;12,129
2015;10;FRESNO DE SAYAGO;Castilla y León;Zamora;-2,3;23,0;12,471
2015;10;FUENCALIENTE;Castilla - La Mancha;Ciudad Real;5,0;26,9;15,874
2015;10;FUENCALIENTE-SALINAS;Canarias;Santa Cruz de Tenerife;18,1;29,8;23,692
2015;10;FUENGIROLA;Andalucía;Málaga;14,9;27,0;20,747
2015;10;FUENTE ALAMO;Región de Murcia;Murcia;10,8;32,3;20,3
2015;10;FUENTE DE CANTOS;Extremadura;Badajoz;9,2;27,2;16,923
2015;10;FUENTE DE PIEDRA;Andalucía;Málaga;8,0;30,0;18,031
2015;10;FUENTE DÉ-TELEFÉRICO;Cantabria;Cantabria;0,0;20,3;10,968
2015;10;FUENTE EL SOL;Castilla y León;Valladolid;-3,7;25,2;13,421
2015;10;FUENTE PALMERA-LOS ARROYONES;Andalucía;Córdoba;11,1;31,4;19,702
2015;10;FUENTES DE ANDALUCIA, EL TRAVIESO;Andalucía;Sevilla;11,4;30,8;19,695
2015;10;FUENTESAUCO;Castilla y León;Zamora;-0,4;23,6;13,071
2015;10;FUERTEVENTURA/AEROPUERTO;Canarias;Las Palmas;18,9;36,9;25,548
2015;10;GARGANTA LA OLLA;Extremadura;Cáceres;7,5;24,3;15,273
2015;10;GARRUCHA;Andalucía;Almería;14,7;29,5;22,06
2015;10;GAUCÍN;Andalucía;Málaga;9,1;29,6;17,156
2015;10;GIJÓN, MUSEL;Principado de Asturias;Asturias;8,8;27,4;16,335
2015;10;GIJÓN-CAMPUS;Principado de Asturias;Asturias;4,2;28,1;15,042
2015;10;GIRONA, AEROPUERTO;Cataluña;Girona;4,8;30,2;16,09
2015;10;GIRONA, PARC DEL MIGDIA;Cataluña;Girona;6,3;30,7;16,748
2015;10;GOTARRENDURA (AUTOMATICA);Castilla y León;Ávila;-0,3;22,8;12,942
2015;10;GRANADA-CARTUJA;Andalucía;Granada;6,8;29,0;18,045
2015;10;GRANADA/AEROPUERTO;Andalucía;Granada;4,6;29,7;17,406
2015;10;GRANADA/BASE AÉREA;Andalucía;Granada;6,0;27,9;17,16
2015;10;GRANOLLERS;Cataluña;Barcelona;8,2;30,2;17,261
2015;10;GRAZALEMA;Andalucía;Cádiz;5,8;25,0;14,158
2015;10;GUADALAJARA;Castilla - La Mancha;Guadalajara;3,4;25,7;15,158
2015;10;GUADALCANAL, CRISTO;Andalucía;Sevilla;9,4;27,6;16,456
2015;10;GUADALUPE (AUTOMATICA);Extremadura;Cáceres;7,1;25,6;15,815
2015;10;GUIJO DE GRANADILLA;Extremadura;Cáceres;8,7;27,8;16,769
2015;10;GÜEÑES;País Vasco;Bizkaia;3,0;27,1;15,2
2015;10;HARO;La Rioja;La Rioja;0,6;26,2;13,461
2015;10;HARÍA-CEMENTERIO;Canarias;Las Palmas;14,1;33,5;21,627
2015;10;HELLÍN;Castilla - La Mancha;Albacete;7,6;28,7;17,561
2015;10;HERMIGUA-DEPÓSITO AYUNTAMIENTO;Canarias;Santa Cruz de Tenerife;15,3;30,8;21,034
2015;10;HERRERA DEL DUQUE;Extremadura;Badajoz;6,8;29,7;18,415
2015;10;HERVAS;Extremadura;Cáceres;6,1;24,0;14,648
2015;10;HINOJOSA DEL DUQUE;Andalucía;Córdoba;6,7;29,2;17,17
2015;10;HONDARRIBIA-MALKARROA;País Vasco;Gipuzkoa;5,1;27,6;16,26
2015;10;HORTA DE SANT JOAN;Cataluña;Tarragona;3,6;26,6;15,415
2015;10;HOYOS;Extremadura;Cáceres;7,0;28,1;15,8
2015;10;HUELVA, RONDA ESTE;Andalucía;Huelva;12,0;31,1;20,018
2015;10;HUERCAL OVERA;Andalucía;Almería;9,0;32,2;19,447
2015;10;HUESCA;Aragón;Huesca;2,4;25,0;15,018
2015;10;HUESCA, AEROPUERTO;Aragón;Huesca;2,7;26,3;15,803
2015;10;HÍJAR, DEPÓSITO;Aragón;Teruel;4,4;29,4;16,635
2015;10;IBIZA/ES CODOLÁ;Illes Balears;Illes Balears;10,1;28,0;19,758
2015;10;IRUN;País Vasco;Gipuzkoa;4,7;26,9;16,053
2015;10;IRURTZUN;Comunidad Foral de Navarra;Navarra;0,3;25,5;13,628
2015;10;ISABA/IZABA;Comunidad Foral de Navarra;Navarra;-2,4;23,9;11,473
2015;10;IZAÑA;Canarias;Santa Cruz de Tenerife;1,6;22,0;10,373
2015;10;JABALOYAS, DEPÓSITO;Aragón;Teruel;0,3;18,4;10,608
2015;10;JACA;Aragón;Huesca;-1,6;21,7;12,069
2015;10;JALANCE;Comunitat Valenciana;Valencia/València;3,4;29,3;17,185
2015;10;JARAICEJO;Extremadura;Cáceres;9,0;27,3;16,782
2015;10;JAÉN;Andalucía;Jaén;9,7;26,4;17,54
2015;10;JEREZ DE LA FRONTERA/AEROPUERTO;Andalucía;Cádiz;10,4;32,1;20,197
2015;10;JEREZ DE LOS CABALLEROS;Extremadura;Badajoz;7,8;29,3;17,952
2015;10;JIMENA DE LA FRONTERA-EL DORADO;Andalucía;Cádiz;9,5;33,4;19,777
2015;10;JUMILLA  EL ALBAL;Región de Murcia;Murcia;6,2;29,2;17,1
2015;10;JÁVEA, AYUNTAMIENTO;Comunitat Valenciana;Alicante/Alacant;8,2;31,8;18,979
2015;10;LA ALDEA DE SAN NICOLAS;Canarias;Las Palmas;16,4;32,2;23,776
2015;10;LA ALMUNIA DE DOÑA GODINA;Aragón;Zaragoza;1,5;27,4;15,454
2015;10;LA BISBAL (D'EMPORDA 3);Cataluña;Girona;6,3;28,8;16,131
2015;10;LA COVATILLA, ESTACIÓN DE ESQUÍ;Castilla y León;Salamanca;-0,3;13,7;7,482
2015;10;LA GOMERA/AEROPUERTO;Canarias;Santa Cruz de Tenerife;18,4;32,3;23,171
2015;10;LA MOLINA;Cataluña;Girona;-2,3;19,2;8,184
2015;10;LA OLIVA (CARRETERA DEL COTILLO);Canarias;Las Palmas;14,7;33,0;22,035
2015;10;LA OLIVA-PUERTO DE CORRALEJO;Canarias;Las Palmas;18,8;30,2;23,661
2015;10;LA PALMA/AEROPUERTO;Canarias;Santa Cruz de Tenerife;17,3;32,0;23,83
2015;10;LA PINILLA, ESTACIÓN DE ESQUÍ;Castilla y León;Segovia;-0,6;16,7;8,398
2015;10;LA POBLA DE CERVOLES;Cataluña;Lleida;1,9;25,1;14,592
2015;10;LA PUEBLA DE LOS INFANTES;Andalucía;Sevilla;7,4;30,5;18,272
2015;10;LA RAMBLA,  PRIVILEGIO;Andalucía;Córdoba;9,8;31,6;19,09
2015;10;LA RIBA DE ESCALOTE;Castilla y León;Soria;-1,8;21,2;11,826
2015;10;LA SEU D'URGELL;Cataluña;Lleida;-0,3;25,0;12,943
2015;10;LA VALL DE BIANYA (PUJALET);Cataluña;Girona;3,0;28,5;14,54
2015;10;LABASTIDA;País Vasco;Araba/Álava;0,8;25,3;13,376
2015;10;LAGUNAS DE SOMOZA;Castilla y León;León;-2,3;20,5;9,818
2015;10;LALASTRA;País Vasco;Araba/Álava;-2,2;21,8;11,035
2015;10;LALIN-CRISTIMIL;Galicia;Pontevedra;3,6;22,8;13,453
2015;10;LANAJA, DEPÓSITO;Aragón;Huesca;3,4;25,9;15,242
2015;10;LANJARÓN;Andalucía;Granada;7,2;28,3;16,374
2015;10;LANZAROTE/AEROPUERTO;Canarias;Las Palmas;16,3;37,3;23,976
2015;10;LARRAGA;Comunidad Foral de Navarra;Navarra;2,3;27,1;14,189
2015;10;LAS CABEZAS DE SAN JUAN (MAJOLETO AUTOMATICA);Andalucía;Sevilla;11,3;31,0;20,221
2015;10;LAS ERAS;Castilla - La Mancha;Albacete;4,0;26,4;17,175
2015;10;LAS MERCEDES-LLANO LOS LOROS;Canarias;Santa Cruz de Tenerife;10,7;29,6;17,598
2015;10;LAS PALMAS DE G.C. (TAFIRA CMT);Canarias;Las Palmas;15,9;32,5;21,771
2015;10;LAS PALMAS DE GC. PLAZA  DE LA FERIA;Canarias;Las Palmas;17,8;31,1;24,359
2015;10;LAS PALMAS DE GRAN CANARIA/GANDO;Canarias;Las Palmas;17,6;33,8;24,248
2015;10;LAS PALMAS G.C.,SAN CRISTÓBAL;Canarias;Las Palmas;17,1;33,1;24,836
2015;10;LAS PALMAS G.C.-TAFIRA/ZURBARÁN;Canarias;Las Palmas;14,8;32,2;21,505
2015;10;LAUJAR DE ANDARAX;Andalucía;Almería;4,3;27,4;13,716
2015;10;LECIÑENA;Aragón;Zaragoza;0,6;26,7;15,087
2015;10;LEDESMA-ESTACAS;Castilla y León;Salamanca;1,5;23,1;13,045
2015;10;LEGAZPI;País Vasco;Gipuzkoa;1,4;24,7;13,424
2015;10;LEKEITIO,FARO;País Vasco;Bizkaia;5,2;26,1;16,246
2015;10;LES PLANES DHOSTOLES;Cataluña;Girona;2,1;27,0;13,985
2015;10;LESTARTIT;Cataluña;Girona;8,3;26,9;16,503
2015;10;LEZA;País Vasco;Araba/Álava;-0,4;25,7;13,078
2015;10;LEÓN/AEROPUERTO;Castilla y León;León;-1,0;22,5;11,081
2015;10;LICERAS-CAÑADA DEHESA;Castilla y León;Soria;0,0;21,8;12,018
2015;10;LINARES (VOR - AUTOMATICA);Andalucía;Jaén;9,1;27,8;18,044
2015;10;LLANES;Principado de Asturias;Asturias;7,6;23,6;15,784
2015;10;LLEIDA;Cataluña;Lleida;2,8;27,6;16,274
2015;10;LLERENA;Extremadura;Badajoz;9,9;27,3;16,963
2015;10;LLIMIANA;Cataluña;Lleida;1,4;26,7;14,78
2015;10;LLIRIA;Comunitat Valenciana;Valencia/València;7,5;30,1;18,603
2015;10;LLORAC;Cataluña;Tarragona;-3,0;25,4;12,102
2015;10;LLUC;Illes Balears;Illes Balears;5,5;27,8;15,314
2015;10;LLUCMAJOR II;Illes Balears;Illes Balears;9,3;29,5;18,802
2015;10;LLUCMAJOR-RADAR;Illes Balears;Illes Balears;11,4;31,3;19,682
2015;10;LOGROÑO, AEROPUERTO;La Rioja;La Rioja;1,5;27,7;14,385
2015;10;LOJA;Andalucía;Granada;7,2;29,4;17,497
2015;10;LORA DE ESTEPA (AUTOMATICA);Andalucía;Sevilla;9,8;28,7;18,495
2015;10;LORCA;Región de Murcia;Murcia;8,0;33,1;19,181
2015;10;LOS ARCOS;Comunidad Foral de Navarra;Navarra;1,5;26,9;14,277
2015;10;LUBIA-CEDER;Castilla y León;Soria;-2,0;23,1;11,494
2015;10;LUGO-COL.FINGOI;Galicia;Lugo;4,2;25,4;14,273
2015;10;LUGO/ROZAS;Galicia;Lugo;1,9;24,5;13,421
2015;10;MADRID, C. UNIVERSITARIA;Comunidad de Madrid;Madrid;3,3;26,9;15,22
2015;10;MADRID,RETIRO;Comunidad de Madrid;Madrid;6,8;25,5;15,795
2015;10;MADRID/BARAJAS;Comunidad de Madrid;Madrid;3,5;26,0;15,66
2015;10;MADRID/CUATRO VIENTOS;Comunidad de Madrid;Madrid;6,0;25,2;15,574
2015;10;MADRID/GETAFE;Comunidad de Madrid;Madrid;5,6;26,0;15,932
2015;10;MADRID/TORREJÓN;Comunidad de Madrid;Madrid;2,8;26,0;15,36
2015;10;MADRIDEJOS;Castilla - La Mancha;Toledo;2,5;26,1;15,203
2015;10;MADRIGAL DE LA VERA;Extremadura;Cáceres;8,0;28,0;16,403
2015;10;MANACOR-POLIESPORTIU;Illes Balears;Illes Balears;8,7;29,7;18,558
2015;10;MANDAYONA;Castilla - La Mancha;Guadalajara;0,1;24,0;13,283
2015;10;MANILVA;Andalucía;Málaga;13,2;29,1;20,102
2015;10;MANRESA;Cataluña;Barcelona;3,5;28,2;15,495
2015;10;MANRESA (LA CULLA);Cataluña;Barcelona;4,0;28,5;16,118
2015;10;MARBELLA (PUERTO BANUS - AUTOMATICA);Andalucía;Málaga;14,3;28,2;20,066
2015;10;MARBELLA, CABOPINO;Andalucía;Málaga;15,1;25,3;20,194
2015;10;MARRATXÍ ES PINARET;Illes Balears;Illes Balears;10,7;29,7;19,206
2015;10;MARTINET;Cataluña;Lleida;-3,0;25,6;11,282
2015;10;MASPALOMAS;Canarias;Las Palmas;17,7;31,0;23,459
2015;10;MASSALUCA;Cataluña;Tarragona;5,5;27,3;16,569
2015;10;MAZARICOS-A PICOTA;Galicia;A Coruña;2,7;22,3;13,803
2015;10;MAZARRÓN (I.O.E. - AUT.);Región de Murcia;Murcia;12,4;29,2;21,144
2015;10;MAÇANET DE CABRENYS;Cataluña;Girona;4,0;29,5;14,432
2015;10;MEDINA DE POMAR;Castilla y León;Burgos;-2,1;24,9;13,26
2015;10;MEDINA DE RIOSECO;Castilla y León;Valladolid;0,3;23,5;12,553
2015;10;MEDINA SIDONIA (EL HUNDIDO - AUTOMATICA);Andalucía;Cádiz;9,9;32,6;20,147
2015;10;MELILLA;Melilla;Melilla;15,2;32,6;21,5
2015;10;MENORCA/AEROPUERTO;Illes Balears;Illes Balears;11,5;27,3;18,832
2015;10;MERCADAL;Illes Balears;Illes Balears;12,5;28,0;18,639
2015;10;MESÓN EROSA;Galicia;Ourense;2,5;21,2;11,982
2015;10;MIERES-BAÍÑA;Principado de Asturias;Asturias;5,2;27,5;15,321
2015;10;MIGUELAÑEZ;Castilla y León;Segovia;0,1;23,0;13,24
2015;10;MINAS DE ALMADÉN;Castilla - La Mancha;Ciudad Real;9,5;27,9;18,496
2015;10;MIRA;Castilla - La Mancha;Cuenca;-1,3;23,5;13,124
2015;10;MIRAMAR;Comunitat Valenciana;Valencia/València;11,9;31,6;19,685
2015;10;MIRANDA DE EBRO;Castilla y León;Burgos;-0,3;27,0;13,865
2015;10;MIÑERA DE LUNA-EMBALSE;Castilla y León;León;-0,8;23,2;10,545
2015;10;MOGAN (PUERTO RICO);Canarias;Las Palmas;20,5;31,2;23,963
2015;10;MOGÁN, PUERTO II;Canarias;Las Palmas;19,7;31,4;23,952
2015;10;MOIÀ;Cataluña;Barcelona;1,7;24,3;13,542
2015;10;MOLINA DE ARAGÓN;Castilla - La Mancha;Guadalajara;-4,1;22,8;11,366
2015;10;MOLINA DE SEGURA (LOS VALIENTES);Región de Murcia;Murcia;9,5;31,6;19,924
2015;10;MOLLERUSSA;Cataluña;Lleida;1,8;27,1;15,703
2015;10;MONDOÑEDO;Galicia;Lugo;3,8;24,3;14,163
2015;10;MONESTERIO (AUTOMATICA);Extremadura;Badajoz;8,4;25,6;15,437
2015;10;MONFORTE DE LEMOS;Galicia;Lugo;2,9;26,6;14,606
2015;10;MONREAL/ELO, DEPÓSITO;Comunidad Foral de Navarra;Navarra;0,8;22,3;13,318
2015;10;MONTALBÁN;Aragón;Teruel;-1,5;23,8;13,432
2015;10;MONTEAGUDO;Comunidad Foral de Navarra;Navarra;2,0;27,2;14,521
2015;10;MONTEHERMOSO;Extremadura;Cáceres;6,0;28,2;16,782
2015;10;MONTERROSO;Galicia;Lugo;4,9;22,3;12,987
2015;10;MONTERRUBIO DE LA DEMANDA;Castilla y León;Burgos;-4,0;20,0;9,687
2015;10;MONTORO,VEGA ARMIJO;Andalucía;Córdoba;9,1;31,8;19,525
2015;10;MONTSERRAT;Cataluña;Barcelona;3,2;24,7;13,576
2015;10;MORALES DEL TORO-DEPOSITO;Castilla y León;Zamora;-0,1;25,9;14,154
2015;10;MORON DE ALMAZAN;Castilla y León;Soria;-3,7;23,1;11,558
2015;10;MORÓN DE LA FRONTERA;Andalucía;Sevilla;11,5;31,4;20,102
2015;10;MOSQUERUELA, DEPÓSITO;Aragón;Teruel;1,5;18,6;10,612
2015;10;MOTILLA DEL PALANCAR;Castilla - La Mancha;Cuenca;0,2;24,6;14,346
2015;10;MOTRIL,PUERTO NAÚTICO;Andalucía;Granada;14,6;29,4;21,903
2015;10;MUIÑOS-PRADO;Galicia;Ourense;2,9;23,2;12,795
2015;10;MULA (P. BOMBEROS - AUT.);Región de Murcia;Murcia;8,8;31,1;19,197
2015;10;MUNERA, SAN BARTOLOMÉ (AUTOMÁTICA);Castilla - La Mancha;Albacete;0,5;25,3;14,197
2015;10;MUNIESA;Aragón;Teruel;0,3;24,3;13,773
2015;10;MURCIA;Región de Murcia;Murcia;10,8;32,4;21,095
2015;10;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;9,2;33,8;20,368
2015;10;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,3;32,6;20,812
2015;10;MURO-SALBUFERA;Illes Balears;Illes Balears;8,7;30,8;18,448
2015;10;MUTRIKU;País Vasco;Gipuzkoa;7,0;25,6;16,193
2015;10;MUÑOTELLO;Castilla y León;Ávila;0,7;22,2;12,263
2015;10;MÁLAGA;Andalucía;Málaga;14,8;29,8;21,079
2015;10;MÁLAGA, CENTRO METEOROLÓGICO;Andalucía;Málaga;13,3;29,5;21,079
2015;10;MÁLAGA/AEROPUERTO;Andalucía;Málaga;11,9;30,1;20,705
2015;10;MÉRIDA;Extremadura;Badajoz;8,6;29,7;18,697
2015;10;NAVACERRADA,PUERTO;Castilla y León;Segovia;-0,5;16,3;7,713
2015;10;NAVAHERMOSA;Castilla - La Mancha;Toledo;7,6;25,2;16,145
2015;10;NAVALMORAL DE LA MATA;Extremadura;Cáceres;6,7;29,3;17,255
2015;10;NAVALVILLAR DE IBOR;Extremadura;Cáceres;7,2;23,0;14,489
2015;10;NAVALVILLAR DE PELA;Extremadura;Badajoz;8,4;28,6;18,219
2015;10;NAVARREDONDA DE GREDOS;Castilla y León;Ávila;-1,4;22,4;10,09
2015;10;NAVASCUÉS/NABASKOZE;Comunidad Foral de Navarra;Navarra;-3,0;24,1;11,882
2015;10;NAVASFRIAS;Castilla y León;Salamanca;-1,9;22,5;11,727
2015;10;NERJA (CUEVAS DE NERJA - AUTOMATICA);Andalucía;Málaga;14,4;28,0;20,434
2015;10;NESTARES;Cantabria;Cantabria;-3,1;20,7;10,868
2015;10;NOIA;Galicia;A Coruña;7,5;25,9;15,812
2015;10;NOVELDA;Comunitat Valenciana;Alicante/Alacant;10,9;32,3;20,168
2015;10;NUÑOMORAL;Extremadura;Cáceres;1,8;26,6;14,81
2015;10;NÁJERA;La Rioja;La Rioja;0,6;25,1;13,465
2015;10;O BARCO DE VALDEORRAS;Galicia;Ourense;4,4;24,4;14,81
2015;10;O CARBALLIÑO;Galicia;Ourense;2,6;24,4;13,453
2015;10;O PARAMO;Galicia;Lugo;3,5;25,5;13,908
2015;10;O ROSAL;Galicia;Pontevedra;7,7;26,8;17,056
2015;10;OCAÑA;Castilla - La Mancha;Toledo;8,4;24,6;15,572
2015;10;OLITE/ERRIBERRI;Comunidad Foral de Navarra;Navarra;2,7;24,9;14,284
2015;10;OLIVA;Comunitat Valenciana;Valencia/València;10,0;30,0;18,54
2015;10;OLIVENZA;Extremadura;Badajoz;9,4;29,6;18,108
2015;10;OLMEDO;Castilla y León;Valladolid;-2,0;24,9;13,713
2015;10;OLMEDO, DEPÓSITO AGUA;Castilla y León;Valladolid;-1,0;23,9;13,39
2015;10;OLVEGA-CAMINO VEGAFRÍA;Castilla y León;Soria;-2,1;22,8;12,174
2015;10;OLVERA-COOP.AGRÍCOLA;Andalucía;Cádiz;9,7;29,0;18,332
2015;10;ONETA;Principado de Asturias;Asturias;6,2;23,0;14,282
2015;10;ONTINYENT;Comunitat Valenciana;Valencia/València;7,1;31,8;18,074
2015;10;ORDIZIA;País Vasco;Gipuzkoa;2,9;26,5;15,087
2015;10;ORIHUELA DESAMPARADOS;Comunitat Valenciana;Alicante/Alacant;10,5;31,6;20,686
2015;10;OROZ-BETELU/OROTZ-BETELU, DEPÓSITO;Comunidad Foral de Navarra;Navarra;-0,7;23,0;12,175
2015;10;OROZKO, IBARRA;País Vasco;Bizkaia;1,3;27,4;15,076
2015;10;OS DE BALAGUER;Cataluña;Lleida;0,7;25,5;14,605
2015;10;OSA DE LA VEGA (AUTOMÁTICA);Castilla - La Mancha;Cuenca;2,2;23,4;14,313
2015;10;OSSA DE MONTIEL;Castilla - La Mancha;Albacete;2,3;27,8;15,419
2015;10;OSUNA, SEA;Andalucía;Sevilla;13,2;30,3;20,248
2015;10;OURENSE;Galicia;Ourense;4,8;27,5;16,056
2015;10;OURIA DE TARAMUNDI;Principado de Asturias;Asturias;5,4;22,6;13,802
2015;10;OVIEDO;Principado de Asturias;Asturias;5,9;26,3;14,897
2015;10;PADRÓN;Galicia;A Coruña;5,0;25,7;15,705
2015;10;PAJARES - VALGRANDE;Principado de Asturias;Asturias;0,3;16,4;7,831
2015;10;PALACIOS DE LA SIERRA;Castilla y León;Burgos;-4,9;21,5;10,453
2015;10;PALENCIA-AUTILLA PINO;Castilla y León;Palencia;-1,0;22,1;11,935
2015;10;PALENCIA-GRANJA VIÑALTA;Castilla y León;Palencia;-0,7;23,0;12,687
2015;10;PALMA DE MALLORCA ES PIL LARÍ;Illes Balears;Illes Balears;8,3;29,0;18,869
2015;10;PALMA DE MALLORCA/SON SANT JOAN;Illes Balears;Illes Balears;8,3;29,5;18,658
2015;10;PALMA-PORTOPÍ;Illes Balears;Illes Balears;12,8;29,6;20,621
2015;10;PALMA-UNIVERSITAT;Illes Balears;Illes Balears;8,1;31,5;18,348
2015;10;PAMPLONA, AEROPUERTO;Comunidad Foral de Navarra;Navarra;1,2;26,4;13,831
2015;10;PANTANO DE LA TOBA (AUTOMATICA);Castilla - La Mancha;Cuenca;-2,6;20,5;10,873
2015;10;PANTANO EL VADO;Castilla - La Mancha;Guadalajara;1,4;22,8;13,654
2015;10;PASTRANA;Castilla - La Mancha;Guadalajara;3,8;21,7;13,104
2015;10;PEDRAZA DE ALBA-VALLELARGO;Castilla y León;Salamanca;-3,0;22,6;12,733
2015;10;PEDROSA DEL PRÍNCIPE;Castilla y León;Burgos;-2,1;22,8;12,267
2015;10;PEDROSILLO DE LOS AIRES-CASTILLEJO;Castilla y León;Salamanca;-1,8;23,1;12,489
2015;10;PEGO;Comunitat Valenciana;Alicante/Alacant;11,5;32,6;19,919
2015;10;PERALEDA DEL ZAUCEJO;Extremadura;Badajoz;5,5;28,3;16,416
2015;10;PEÑAFIEL(FABRICA DE QUESOS);Castilla y León;Valladolid;-2,9;24,5;12,784
2015;10;PINAR-DEPÓSITO;Canarias;Santa Cruz de Tenerife;8,8;29,4;16,695
2015;10;PINOSO;Comunitat Valenciana;Alicante/Alacant;3,6;28,7;16,4
2015;10;PIORNAL (AUTOMATICA);Extremadura;Cáceres;4,0;22,3;11,494
2015;10;PLANOLES;Cataluña;Girona;0,1;22,3;11,244
2015;10;PLASENCIA;Extremadura;Cáceres;9,2;27,7;17,233
2015;10;POBRA DE TRIVES,SAN MAMEDE;Galicia;Ourense;0,7;21,3;11,826
2015;10;POLA DE SOMIEDO-DEPURADORA;Principado de Asturias;Asturias;1,0;22,9;12,592
2015;10;POLIENTES-CASYC;Cantabria;Cantabria;-1,0;22,3;12,066
2015;10;POLINYÀ DE XÚQUER;Comunitat Valenciana;Valencia/València;10,3;30,0;18,723
2015;10;POLLENÇA-POLIESPORTIU;Illes Balears;Illes Balears;10,2;30,1;19,188
2015;10;PONFERRADA;Castilla y León;León;2,8;24,1;13,818
2015;10;PONTEAREAS-CANEDO;Galicia;Pontevedra;4,7;26,4;15,724
2015;10;PONTEVEDRA;Galicia;Pontevedra;8,4;25,3;16,024
2015;10;PONTONS;Cataluña;Barcelona;2,2;25,5;14,111
2015;10;PORQUERES;Cataluña;Girona;4,2;28,7;14,882
2015;10;PORRERES;Illes Balears;Illes Balears;9,5;30,5;19,191
2015;10;PORT POLLENÇA-AERODROM;Illes Balears;Illes Balears;11,1;31,6;19,615
2015;10;PORTO DO SON (MONTE IROITE);Galicia;A Coruña;5,9;20,3;13,022
2015;10;PORTOCOLOM;Illes Balears;Illes Balears;11,6;30,5;20,069
2015;10;POZUELO DE ALARCON (AUTOMÁTICA);Comunidad de Madrid;Madrid;2,7;26,1;14,79
2015;10;POZUELO DE TABARA;Castilla y León;Zamora;1,2;23,9;12,563
2015;10;PRATS DE LLUÇANÈS;Cataluña;Barcelona;0,6;24,5;13,202
2015;10;PRIEGO DE CÓRDOBA, SAN FELIX;Andalucía;Córdoba;9,1;29,7;18,414
2015;10;PUEBLA DE DON RODRIGO;Castilla - La Mancha;Ciudad Real;3,7;25,4;15,663
2015;10;PUEBLA DE OBANDO (AUTOMATICA);Extremadura;Badajoz;8,2;28,7;17,181
2015;10;PUERTO DE LA CRUZ;Canarias;Santa Cruz de Tenerife;17,0;29,6;23,648
2015;10;PUERTO DE LEITARIEGOS;Principado de Asturias;Asturias;-1,3;17,3;7,753
2015;10;PUERTO DE MOGÁN;Canarias;Las Palmas;18,4;32,5;24,06
2015;10;PUERTO DE SAN ISIDRO;Castilla y León;León;-4,1;16,0;7,625
2015;10;PUERTO DEL REY;Extremadura;Cáceres;7,4;25,8;16,241
2015;10;PUERTO EL PICO;Castilla y León;Ávila;-4,5;20,2;8,761
2015;10;PUERTO LUMBRERAS;Región de Murcia;Murcia;9,9;32,3;19,534
2015;10;PUERTOLLANO;Castilla - La Mancha;Ciudad Real;4,1;27,7;16,609
2015;10;PUNTA GALEA;País Vasco;Bizkaia;4,6;27,4;16,05
2015;10;PUNTAGORDA;Canarias;Santa Cruz de Tenerife;12,3;31,5;18,581
2015;10;PÁJARA-PUERTO MORRO JABLE;Canarias;Las Palmas;16,9;33,7;23,796
2015;10;QUINTANAR DE LA ORDEN;Castilla - La Mancha;Toledo;3,6;25,8;16,261
2015;10;QUINTO;Aragón;Zaragoza;1,7;28,4;16,228
2015;10;RADES;Castilla y León;Segovia;0,8;22,7;12,352
2015;10;RAMALES DE LA VICTORIA-ETAP;Cantabria;Cantabria;1,8;28,6;16,005
2015;10;RASQUERA;Cataluña;Tarragona;3,0;27,8;17,076
2015;10;REUS (CENTRE LECTURA);Cataluña;Tarragona;9,5;28,6;18,566
