AÑO;MES;ESTACION_DE_MEDICION;CCAA;PROVINCIA;PRECIPITACION_ACUMULADA;INTENSIDAD_MAXIMA_PRECIPITACION
2017;4;EL GRANADO (BOCACHANZA - AUTOMÁTICA);Andalucía;Huelva;17,8;84
2017;4;EL HIERRO/AEROPUERTO;Canarias;Santa Cruz de Tenerife;11,0;156
2017;4;EL MAILLO (BASE AVIONES - AUTOMATICA);Castilla y León;Salamanca;8,8;60
2017;4;EL PASO-C.F.;Canarias;Santa Cruz de Tenerife;58,8;516
2017;4;EL PAULAR- RASCAFRÍA (AUTOMÁTICA);Comunidad de Madrid;Madrid;25,2;84
2017;4;EL PEDREGAL;Castilla - La Mancha;Guadalajara;15,2;108
2017;4;EL PUENTE (CASA FORESTAL);Castilla y León;Zamora;12,0;36
2017;4;EL ROBLEDO;Castilla - La Mancha;Ciudad Real;46,6;276
2017;4;EL SOLERÀS;Cataluña;Lleida;14,6;48
2017;4;ELCHE/ALTABIX;Comunitat Valenciana;Alicante/Alacant;5,4;36
2017;4;ELGETA;País Vasco;Gipuzkoa;69,6;132
2017;4;ELGOIBAR;País Vasco;Gipuzkoa;57,1;132
2017;4;EMBALSE DE LA FUENSANTA (AUTOMÁTICA);Castilla - La Mancha;Albacete;40,6;84
2017;4;ENCISO, DEPÓSITO;La Rioja;La Rioja;2,2;24
2017;4;ENGUERA NAVALON;Comunitat Valenciana;Valencia/València;17,8;60
2017;4;ERRENTERIA, AÑARBE;País Vasco;Gipuzkoa;90,2;180
2017;4;ES CAPDELLÀ- SON VIC NOU;Illes Balears;Illes Balears;7,8;48
2017;4;ESCORCA-SON TORRELLA;Illes Balears;Illes Balears;24,2;96
2017;4;ESPIEL-C.TÉRMICA;Andalucía;Córdoba;64,8;132
2017;4;ESPOLLA 'LES ALBERES';Cataluña;Girona;0,0;0
2017;4;ESPOLLA, LES ALBERES;Cataluña;Girona;24,2;144
2017;4;ESTACA DE BARES;Galicia;A Coruña;16,2;48
2017;4;ESTEPONA;Andalucía;Málaga;101,2;348
2017;4;ESTERIBAR, EMBALSE DE EUGI;Comunidad Foral de Navarra;Navarra;73,6;144
2017;4;ESTERRI DANEU;Cataluña;Lleida;17,4;60
2017;4;EVC_BARCARROTA;Extremadura;Badajoz;20,8;132
2017;4;EVC_ELS TORMS;Cataluña;Lleida;13,8;36
2017;4;EVC_MAÓ;Illes Balears;Illes Balears;17,0;138
2017;4;EVC_PEÑAUSENDE;Castilla y León;Zamora;4,2;24
2017;4;EVC_VÍZNAR;Andalucía;Granada;18,6;72
2017;4;EVC_ZARRA;Comunitat Valenciana;Valencia/València;17,2;36
2017;4;FERROL-A GRAÑA;Galicia;A Coruña;20,7;138
2017;4;FIGUERES, ELS ASPRES;Cataluña;Girona;29,6;96
2017;4;FISTERRA;Galicia;A Coruña;9,2;72
2017;4;FOLGOSO DO COUREL;Galicia;Lugo;26,4;96
2017;4;FONFRÍA;Aragón;Teruel;23,6;180
2017;4;FONTMARTINA;Cataluña;Barcelona;71,2;120
2017;4;FORMENTERA;Illes Balears;Illes Balears;0,6;12
2017;4;FORONDA-TXOKIZA;País Vasco;Araba/Álava;16,0;54
2017;4;FORUA;País Vasco;Bizkaia;80,2;144
2017;4;FRAGA;Aragón;Huesca;11,6;84
2017;4;FREDES;Comunitat Valenciana;Castellón/Castelló;26,0;132
2017;4;FREGENAL DE LA SIERRA;Extremadura;Badajoz;28,8;72
2017;4;FRESNO DE CANTIESPINO;Castilla y León;Segovia;14,6;144
2017;4;FRESNO DE SAYAGO;Castilla y León;Zamora;9,0;48
2017;4;FUENCALIENTE;Castilla - La Mancha;Ciudad Real;65,2;84
2017;4;FUENCALIENTE-SALINAS;Canarias;Santa Cruz de Tenerife;0,0;0
2017;4;FUENGIROLA;Andalucía;Málaga;98,3;192
2017;4;FUENTE ALAMO;Región de Murcia;Murcia;1,4;12
2017;4;FUENTE DE CANTOS;Extremadura;Badajoz;37,6;72
2017;4;FUENTE DE PIEDRA;Andalucía;Málaga;16,0;72
2017;4;FUENTE DÉ-TELEFÉRICO;Cantabria;Cantabria;29,2;84
2017;4;FUENTE EL SOL;Castilla y León;Valladolid;3,0;60
2017;4;FUENTE PALMERA-LOS ARROYONES;Andalucía;Córdoba;63,6;96
2017;4;FUENTES DE ANDALUCIA, EL TRAVIESO;Andalucía;Sevilla;48,2;72
2017;4;FUERTEVENTURA/AEROPUERTO;Canarias;Las Palmas;0,0;0
2017;4;GARGANTA LA OLLA;Extremadura;Cáceres;28,8;72
2017;4;GARRUCHA;Andalucía;Almería;3,8;24
2017;4;GAUCÍN;Andalucía;Málaga;50,0;84
2017;4;GIJÓN, MUSEL;Principado de Asturias;Asturias;31,8;60
2017;4;GIJÓN-CAMPUS;Principado de Asturias;Asturias;50,2;312
2017;4;GIRONA, AEROPUERTO;Cataluña;Girona;28,4;108
2017;4;GIRONA, PARC DEL MIGDIA;Cataluña;Girona;29,4;396
2017;4;GOTARRENDURA (AUTOMATICA);Castilla y León;Ávila;12,6;96
2017;4;GRANADA-CARTUJA;Andalucía;Granada;20,2;60
2017;4;GRANADA/AEROPUERTO;Andalucía;Granada;19,9;60
2017;4;GRANADA/BASE AÉREA;Andalucía;Granada;25,8;84
2017;4;GRANOLLERS;Cataluña;Barcelona;0,0;0
2017;4;GRAZALEMA;Andalucía;Cádiz;53,1;84
2017;4;GUADALAJARA;Castilla - La Mancha;Guadalajara;18,0;168
2017;4;GUADALCANAL, CRISTO;Andalucía;Sevilla;54,6;84
2017;4;GUADALUPE (AUTOMATICA);Extremadura;Cáceres;26,0;96
2017;4;GUIJO DE GRANADILLA;Extremadura;Cáceres;14,4;132
2017;4;GÜEÑES;País Vasco;Bizkaia;51,5;150
2017;4;HARO;La Rioja;La Rioja;12,6;72
2017;4;HARÍA-CEMENTERIO;Canarias;Las Palmas;0,0;0
2017;4;HELLÍN;Castilla - La Mancha;Albacete;38,6;102
2017;4;HERMIGUA-DEPÓSITO AYUNTAMIENTO;Canarias;Santa Cruz de Tenerife;19,6;84
2017;4;HERRERA DEL DUQUE;Extremadura;Badajoz;29,8;48
2017;4;HERVAS;Extremadura;Cáceres;7,9;84
2017;4;HINOJOSA DEL DUQUE;Andalucía;Córdoba;46,6;78
2017;4;HONDARRIBIA-MALKARROA;País Vasco;Gipuzkoa;86,8;264
2017;4;HORTA DE SANT JOAN;Cataluña;Tarragona;8,0;96
2017;4;HOYOS;Extremadura;Cáceres;21,6;144
2017;4;HUELVA, RONDA ESTE;Andalucía;Huelva;131,2;636
2017;4;HUERCAL OVERA;Andalucía;Almería;21,3;96
2017;4;HUESCA;Aragón;Huesca;23,4;360
2017;4;HUESCA, AEROPUERTO;Aragón;Huesca;18,8;192
2017;4;HÍJAR, DEPÓSITO;Aragón;Teruel;8,6;96
2017;4;IBIZA/ES CODOLÁ;Illes Balears;Illes Balears;2,7;18
2017;4;IGUALADA;Cataluña;Barcelona;39,3;96
2017;4;IRUN;País Vasco;Gipuzkoa;90,8;156
2017;4;IRURTZUN;Comunidad Foral de Navarra;Navarra;52,6;228
2017;4;ISABA/IZABA;Comunidad Foral de Navarra;Navarra;73,8;168
2017;4;IZAÑA;Canarias;Santa Cruz de Tenerife;1,8;24
2017;4;JABALOYAS, DEPÓSITO;Aragón;Teruel;14,8;132
2017;4;JACA;Aragón;Huesca;25,8;90
2017;4;JALANCE;Comunitat Valenciana;Valencia/València;3,2;12
2017;4;JARAICEJO;Extremadura;Cáceres;13,8;156
2017;4;JAÉN;Andalucía;Jaén;36,0;252
2017;4;JEREZ DE LA FRONTERA/AEROPUERTO;Andalucía;Cádiz;26,8;156
2017;4;JEREZ DE LOS CABALLEROS;Extremadura;Badajoz;15,4;60
2017;4;JIMENA DE LA FRONTERA-EL DORADO;Andalucía;Cádiz;51,0;84
2017;4;JUMILLA  EL ALBAL;Región de Murcia;Murcia;18,6;60
2017;4;JÁVEA, AYUNTAMIENTO;Comunitat Valenciana;Alicante/Alacant;22,8;108
2017;4;LA ALDEA DE SAN NICOLAS;Canarias;Las Palmas;1,4;36
2017;4;LA ALMUNIA DE DOÑA GODINA;Aragón;Zaragoza;5,6;60
2017;4;LA BISBAL (D'EMPORDA 3);Cataluña;Girona;0,0;0
2017;4;LA COVATILLA, ESTACIÓN DE ESQUÍ;Castilla y León;Salamanca;25,2;60
2017;4;LA GOMERA/AEROPUERTO;Canarias;Santa Cruz de Tenerife;8,6;132
2017;4;LA MOLINA;Cataluña;Girona;75,4;132
2017;4;LA OLIVA (CARRETERA DEL COTILLO);Canarias;Las Palmas;0,0;0
2017;4;LA OLIVA-PUERTO DE CORRALEJO;Canarias;Las Palmas;0,0;0
2017;4;LA PALMA/AEROPUERTO;Canarias;Santa Cruz de Tenerife;40,4;330
2017;4;LA PINILLA, ESTACIÓN DE ESQUÍ;Castilla y León;Segovia;45,8;96
2017;4;LA POBLA DE CERVOLES;Cataluña;Lleida;20,8;72
2017;4;LA PUEBLA DE LOS INFANTES;Andalucía;Sevilla;0,0;0
2017;4;LA RAMBLA,  PRIVILEGIO;Andalucía;Córdoba;49,2;156
2017;4;LA RIBA DE ESCALOTE;Castilla y León;Soria;22,8;348
2017;4;LA SEU D'URGELL;Cataluña;Lleida;31,0;66
2017;4;LA VALL DE BIANYA (PUJALET);Cataluña;Girona;0,0;0
2017;4;LABASTIDA;País Vasco;Araba/Álava;19,2;60
2017;4;LAGUNAS DE SOMOZA;Castilla y León;León;5,9;66
2017;4;LALASTRA;País Vasco;Araba/Álava;19,4;192
2017;4;LALIN-CRISTIMIL;Galicia;Pontevedra;16,0;156
2017;4;LANAJA, DEPÓSITO;Aragón;Huesca;13,2;120
2017;4;LANJARÓN;Andalucía;Granada;16,6;48
2017;4;LANZAROTE/AEROPUERTO;Canarias;Las Palmas;0,0;0
2017;4;LARRAGA;Comunidad Foral de Navarra;Navarra;12,4;120
2017;4;LAS CABEZAS DE SAN JUAN (MAJOLETO AUTOMATICA);Andalucía;Sevilla;35,4;264
2017;4;LAS ERAS;Castilla - La Mancha;Albacete;0,2;12
2017;4;LAS MERCEDES-LLANO LOS LOROS;Canarias;Santa Cruz de Tenerife;9,6;72
2017;4;LAS PALMAS DE G.C. (TAFIRA CMT);Canarias;Las Palmas;0,0;0
2017;4;LAS PALMAS DE GC. PLAZA  DE LA FERIA;Canarias;Las Palmas;21,8;708
2017;4;LAS PALMAS DE GRAN CANARIA/GANDO;Canarias;Las Palmas;1,4;78
2017;4;LAS PALMAS G.C.,SAN CRISTÓBAL;Canarias;Las Palmas;10,3;276
2017;4;LAS PALMAS G.C.-TAFIRA/ZURBARÁN;Canarias;Las Palmas;33,0;516
2017;4;LAUJAR DE ANDARAX;Andalucía;Almería;27,2;72
2017;4;LECIÑENA;Aragón;Zaragoza;8,0;120
2017;4;LEDESMA-ESTACAS;Castilla y León;Salamanca;7,6;36
2017;4;LEGAZPI;País Vasco;Gipuzkoa;64,4;120
2017;4;LEKEITIO,FARO;País Vasco;Bizkaia;23,4;126
2017;4;LES PLANES DHOSTOLES;Cataluña;Girona;57,8;240
2017;4;LESTARTIT;Cataluña;Girona;18,2;108
2017;4;LEZA;País Vasco;Araba/Álava;17,2;60
2017;4;LEÓN/AEROPUERTO;Castilla y León;León;6,5;66
2017;4;LICERAS-CAÑADA DEHESA;Castilla y León;Soria;19,4;84
2017;4;LINARES (VOR - AUTOMATICA);Andalucía;Jaén;27,4;48
2017;4;LLANES;Principado de Asturias;Asturias;43,8;72
2017;4;LLEIDA;Cataluña;Lleida;15,2;156
2017;4;LLERENA;Extremadura;Badajoz;49,6;132
2017;4;LLIMIANA;Cataluña;Lleida;52,0;336
2017;4;LLIRIA;Comunitat Valenciana;Valencia/València;23,6;72
2017;4;LLORAC;Cataluña;Tarragona;23,4;144
2017;4;LLUC;Illes Balears;Illes Balears;30,3;132
2017;4;LLUCMAJOR II;Illes Balears;Illes Balears;11,8;120
2017;4;LLUCMAJOR-RADAR;Illes Balears;Illes Balears;5,0;48
2017;4;LOGROÑO, AEROPUERTO;La Rioja;La Rioja;4,7;54
2017;4;LOJA;Andalucía;Granada;13,8;48
2017;4;LORA DE ESTEPA (AUTOMATICA);Andalucía;Sevilla;27,6;276
2017;4;LORCA;Región de Murcia;Murcia;13,1;42
2017;4;LOS ARCOS;Comunidad Foral de Navarra;Navarra;13,2;156
2017;4;LUBIA-CEDER;Castilla y León;Soria;15,6;144
2017;4;LUGO-COL.FINGOI;Galicia;Lugo;12,6;48
2017;4;LUGO/ROZAS;Galicia;Lugo;17,0;108
2017;4;MADRID, C. UNIVERSITARIA;Comunidad de Madrid;Madrid;13,2;66
2017;4;MADRID,RETIRO;Comunidad de Madrid;Madrid;12,4;36
2017;4;MADRID/BARAJAS;Comunidad de Madrid;Madrid;16,4;162
2017;4;MADRID/CUATRO VIENTOS;Comunidad de Madrid;Madrid;11,0;66
2017;4;MADRID/GETAFE;Comunidad de Madrid;Madrid;13,1;162
2017;4;MADRID/TORREJÓN;Comunidad de Madrid;Madrid;9,2;30
2017;4;MADRIDEJOS;Castilla - La Mancha;Toledo;13,0;36
2017;4;MADRIGAL DE LA VERA;Extremadura;Cáceres;24,4;108
2017;4;MANACOR-POLIESPORTIU;Illes Balears;Illes Balears;6,6;36
2017;4;MANDAYONA;Castilla - La Mancha;Guadalajara;24,0;120
2017;4;MANILVA;Andalucía;Málaga;103,2;156
2017;4;MANRESA;Cataluña;Barcelona;31,6;72
2017;4;MANRESA (LA CULLA);Cataluña;Barcelona;0,0;0
2017;4;MARBELLA (PUERTO BANUS - AUTOMATICA);Andalucía;Málaga;87,2;192
2017;4;MARBELLA, CABOPINO;Andalucía;Málaga;96,2;180
2017;4;MARRATXÍ ES PINARET;Illes Balears;Illes Balears;5,2;60
2017;4;MARTINET;Cataluña;Lleida;39,4;84
2017;4;MASPALOMAS;Canarias;Las Palmas;0,4;18
2017;4;MASSALUCA;Cataluña;Tarragona;9,4;96
2017;4;MATXITXAKO;País Vasco;Bizkaia;53,7;162
2017;4;MAZARICOS-A PICOTA;Galicia;A Coruña;26,8;156
2017;4;MAZARRÓN (I.O.E. - AUT.);Región de Murcia;Murcia;3,6;12
2017;4;MAÇANET DE CABRENYS;Cataluña;Girona;53,8;144
2017;4;MEDINA DE POMAR;Castilla y León;Burgos;20,8;120
2017;4;MEDINA DE RIOSECO;Castilla y León;Valladolid;5,2;48
2017;4;MEDINA SIDONIA (EL HUNDIDO - AUTOMATICA);Andalucía;Cádiz;32,6;96
2017;4;MELILLA;Melilla;Melilla;14,0;72
2017;4;MENORCA/AEROPUERTO;Illes Balears;Illes Balears;24,9;348
2017;4;MERCADAL;Illes Balears;Illes Balears;13,6;108
2017;4;MESÓN EROSA;Galicia;Ourense;16,4;72
2017;4;MIERES-BAÍÑA;Principado de Asturias;Asturias;28,4;60
2017;4;MIGUELAÑEZ;Castilla y León;Segovia;5,8;36
2017;4;MINAS DE ALMADÉN;Castilla - La Mancha;Ciudad Real;49,6;396
2017;4;MIRA;Castilla - La Mancha;Cuenca;17,4;72
2017;4;MIRAMAR;Comunitat Valenciana;Valencia/València;59,0;312
2017;4;MIRANDA DE EBRO;Castilla y León;Burgos;11,8;60
2017;4;MIÑERA DE LUNA-EMBALSE;Castilla y León;León;11,6;48
2017;4;MOGAN (PUERTO RICO);Canarias;Las Palmas;1,8;108
2017;4;MOGÁN, PUERTO II;Canarias;Las Palmas;0,6;12
2017;4;MOIÀ;Cataluña;Barcelona;78,2;432
2017;4;MOLINA DE ARAGÓN;Castilla - La Mancha;Guadalajara;22,0;96
2017;4;MOLINA DE SEGURA (LOS VALIENTES);Región de Murcia;Murcia;11,0;36
2017;4;MOLLERUSSA;Cataluña;Lleida;22,2;192
2017;4;MONDOÑEDO;Galicia;Lugo;29,6;60
2017;4;MONESTERIO (AUTOMATICA);Extremadura;Badajoz;60,2;132
2017;4;MONFORTE DE LEMOS;Galicia;Lugo;10,0;48
2017;4;MONREAL/ELO, DEPÓSITO;Comunidad Foral de Navarra;Navarra;21,0;96
2017;4;MONTALBÁN;Aragón;Teruel;7,8;36
2017;4;MONTEAGUDO;Comunidad Foral de Navarra;Navarra;0,0;0
2017;4;MONTEHERMOSO;Extremadura;Cáceres;11,6;144
2017;4;MONTERROSO;Galicia;Lugo;19,2;72
2017;4;MONTORO,VEGA ARMIJO;Andalucía;Córdoba;39,2;108
2017;4;MONTSERRAT;Cataluña;Barcelona;50,8;204
2017;4;MORA DE TOLEDO (AUTOMÁTICA);Castilla - La Mancha;Toledo;12,0;96
2017;4;MORALES DEL TORO-DEPOSITO;Castilla y León;Zamora;3,2;36
2017;4;MORELLA - PASEO ALAMEDA;Comunitat Valenciana;Castellón/Castelló;25,0;108
2017;4;MORON DE ALMAZAN;Castilla y León;Soria;6,6;48
2017;4;MORÓN DE LA FRONTERA;Andalucía;Sevilla;33,8;78
2017;4;MOSQUERUELA, DEPÓSITO;Aragón;Teruel;30,4;252
2017;4;MOTRIL,PUERTO NAÚTICO;Andalucía;Granada;18,6;48
2017;4;MUIÑOS-PRADO;Galicia;Ourense;14,6;48
2017;4;MULA (P. BOMBEROS - AUT.);Región de Murcia;Murcia;17,6;36
2017;4;MUNERA, SAN BARTOLOMÉ (AUTOMÁTICA);Castilla - La Mancha;Albacete;35,6;156
2017;4;MUNIESA;Aragón;Teruel;7,6;60
2017;4;MURCIA;Región de Murcia;Murcia;9,8;36
2017;4;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;9,8;42
2017;4;MURCIA/SAN JAVIER;Región de Murcia;Murcia;0,9;18
2017;4;MURO-SALBUFERA;Illes Balears;Illes Balears;13,0;48
2017;4;MUTRIKU;País Vasco;Gipuzkoa;52,6;144
2017;4;MUÑOTELLO;Castilla y León;Ávila;16,8;108
2017;4;MÁLAGA;Andalucía;Málaga;35,6;132
2017;4;MÁLAGA, CENTRO METEOROLÓGICO;Andalucía;Málaga;42,8;186
2017;4;MÁLAGA/AEROPUERTO;Andalucía;Málaga;58,0;198
2017;4;MÉRIDA;Extremadura;Badajoz;29,0;222
2017;4;NAVACERRADA,PUERTO;Castilla y León;Segovia;24,7;132
2017;4;NAVAHERMOSA;Castilla - La Mancha;Toledo;15,4;36
2017;4;NAVALMORAL DE LA MATA;Extremadura;Cáceres;21,2;84
2017;4;NAVALVILLAR DE IBOR;Extremadura;Cáceres;20,0;84
2017;4;NAVALVILLAR DE PELA;Extremadura;Badajoz;41,6;156
2017;4;NAVARREDONDA DE GREDOS;Castilla y León;Ávila;7,9;96
2017;4;NAVASCUÉS/NABASKOZE;Comunidad Foral de Navarra;Navarra;44,4;168
2017;4;NAVASFRIAS;Castilla y León;Salamanca;14,2;60
2017;4;NERJA (CUEVAS DE NERJA - AUTOMATICA);Andalucía;Málaga;24,4;60
2017;4;NESTARES;Cantabria;Cantabria;7,3;78
2017;4;NOIA;Galicia;A Coruña;15,6;120
2017;4;NOVELDA;Comunitat Valenciana;Alicante/Alacant;7,6;24
2017;4;NUÑOMORAL;Extremadura;Cáceres;8,6;72
2017;4;NÁJERA;La Rioja;La Rioja;6,2;60
2017;4;O BARCO DE VALDEORRAS;Galicia;Ourense;12,6;84
2017;4;O CARBALLIÑO;Galicia;Ourense;10,0;48
2017;4;O PARAMO;Galicia;Lugo;18,6;48
2017;4;O ROSAL;Galicia;Pontevedra;28,2;396
2017;4;OLITE/ERRIBERRI;Comunidad Foral de Navarra;Navarra;16,8;204
2017;4;OLIVA;Comunitat Valenciana;Valencia/València;50,9;168
2017;4;OLIVENZA;Extremadura;Badajoz;4,6;60
2017;4;OLMEDO;Castilla y León;Valladolid;4,0;54
2017;4;OLMEDO, DEPÓSITO AGUA;Castilla y León;Valladolid;3,8;60
2017;4;OLVEGA-CAMINO VEGAFRÍA;Castilla y León;Soria;9,0;36
2017;4;OLVERA-COOP.AGRÍCOLA;Andalucía;Cádiz;13,6;156
2017;4;ONETA;Principado de Asturias;Asturias;29,6;72
2017;4;ONTINYENT;Comunitat Valenciana;Valencia/València;19,0;60
2017;4;ORDIZIA;País Vasco;Gipuzkoa;49,4;96
2017;4;ORIHUELA DESAMPARADOS;Comunitat Valenciana;Alicante/Alacant;8,0;48
2017;4;OROPESA,DEHESÓN DEL  ENCINAR;Castilla - La Mancha;Toledo;11,8;36
2017;4;OROZ-BETELU/OROTZ-BETELU, DEPÓSITO;Comunidad Foral de Navarra;Navarra;64,2;192
2017;4;OROZKO, IBARRA;País Vasco;Bizkaia;62,0;168
2017;4;OSA DE LA VEGA (AUTOMÁTICA);Castilla - La Mancha;Cuenca;18,4;72
2017;4;OSUNA, SEA;Andalucía;Sevilla;30,0;180
2017;4;OURENSE;Galicia;Ourense;16,8;96
2017;4;OURIA DE TARAMUNDI;Principado de Asturias;Asturias;26,4;72
2017;4;OVIEDO;Principado de Asturias;Asturias;24,6;84
2017;4;PADRÓN;Galicia;A Coruña;16,7;126
2017;4;PAJARES - VALGRANDE;Principado de Asturias;Asturias;38,1;150
2017;4;PALACIOS DE LA SIERRA;Castilla y León;Burgos;14,8;84
2017;4;PALENCIA-AUTILLA PINO;Castilla y León;Palencia;5,1;60
2017;4;PALENCIA-GRANJA VIÑALTA;Castilla y León;Palencia;7,6;84
2017;4;PALMA DE MALLORCA ES PIL LARÍ;Illes Balears;Illes Balears;4,7;42
2017;4;PALMA DE MALLORCA/SON SANT JOAN;Illes Balears;Illes Balears;5,5;60
2017;4;PALMA-PORTOPÍ;Illes Balears;Illes Balears;8,5;54
2017;4;PALMA-UNIVERSITAT;Illes Balears;Illes Balears;10,4;48
2017;4;PAMPLONA, AEROPUERTO;Comunidad Foral de Navarra;Navarra;25,0;228
2017;4;PANTANO DE LA TOBA (AUTOMATICA);Castilla - La Mancha;Cuenca;19,8;216
2017;4;PANTANO EL VADO;Castilla - La Mancha;Guadalajara;19,6;84
2017;4;PASTRANA;Castilla - La Mancha;Guadalajara;11,2;60
2017;4;PEDRAZA DE ALBA-VALLELARGO;Castilla y León;Salamanca;4,0;24
2017;4;PEDROSA DEL PRÍNCIPE;Castilla y León;Burgos;10,6;96
2017;4;PEDROSILLO DE LOS AIRES-CASTILLEJO;Castilla y León;Salamanca;8,4;96
2017;4;PEGO;Comunitat Valenciana;Alicante/Alacant;65,0;216
2017;4;PERALEDA DEL ZAUCEJO;Extremadura;Badajoz;43,4;84
2017;4;PEÑAFIEL(FABRICA DE QUESOS);Castilla y León;Valladolid;2,4;24
2017;4;PINAR-DEPÓSITO;Canarias;Santa Cruz de Tenerife;48,4;396
2017;4;PINOSO;Comunitat Valenciana;Alicante/Alacant;20,8;168
2017;4;PIORNAL (AUTOMATICA);Extremadura;Cáceres;20,4;60
2017;4;PLANOLES;Cataluña;Girona;60,4;372
2017;4;PLASENCIA;Extremadura;Cáceres;8,3;108
2017;4;POBRA DE TRIVES,SAN MAMEDE;Galicia;Ourense;18,2;48
2017;4;POLA DE SOMIEDO-DEPURADORA;Principado de Asturias;Asturias;32,4;72
2017;4;POLIENTES-CASYC;Cantabria;Cantabria;10,1;72
2017;4;POLINYÀ DE XÚQUER;Comunitat Valenciana;Valencia/València;36,5;96
2017;4;POLLENÇA-POLIESPORTIU;Illes Balears;Illes Balears;27,4;72
2017;4;PONFERRADA;Castilla y León;León;15,0;60
2017;4;PONTEAREAS-CANEDO;Galicia;Pontevedra;18,4;120
2017;4;PONTEVEDRA;Galicia;Pontevedra;10,2;144
2017;4;PONTONS;Cataluña;Barcelona;18,6;72
2017;4;PORQUERES;Cataluña;Girona;31,6;102
2017;4;PORRERES;Illes Balears;Illes Balears;5,3;36
2017;4;PORT POLLENÇA-AERODROM;Illes Balears;Illes Balears;23,0;72
2017;4;PORTO DO SON (MONTE IROITE);Galicia;A Coruña;20,2;102
2017;4;PORTOCOLOM;Illes Balears;Illes Balears;5,6;24
2017;4;POZUELO DE ALARCON (AUTOMÁTICA);Comunidad de Madrid;Madrid;11,2;24
2017;4;POZUELO DE TABARA;Castilla y León;Zamora;7,2;36
2017;4;PRATS DE LLUÇANÈS;Cataluña;Barcelona;49,4;252
2017;4;PRIEGO DE CÓRDOBA, SAN FELIX;Andalucía;Córdoba;16,6;120
2017;4;PUEBLA DE DON RODRIGO;Castilla - La Mancha;Ciudad Real;17,1;30
2017;4;PUEBLA DE OBANDO (AUTOMATICA);Extremadura;Badajoz;13,4;96
2017;4;PUERTO DE LA CRUZ;Canarias;Santa Cruz de Tenerife;1,0;24
2017;4;PUERTO DE LEITARIEGOS;Principado de Asturias;Asturias;16,2;36
2017;4;PUERTO DE MOGÁN;Canarias;Las Palmas;0,6;12
2017;4;PUERTO DE SAN ISIDRO;Castilla y León;León;13,6;132
2017;4;PUERTO DEL REY;Extremadura;Cáceres;36,4;180
2017;4;PUERTO EL PICO;Castilla y León;Ávila;15,8;48
2017;4;PUERTO LUMBRERAS;Región de Murcia;Murcia;25,8;96
2017;4;PUERTOLLANO;Castilla - La Mancha;Ciudad Real;36,0;48
2017;4;PUNTA GALEA;País Vasco;Bizkaia;57,5;150
2017;4;PUNTAGORDA;Canarias;Santa Cruz de Tenerife;28,8;336
2017;4;PÁJARA-PUERTO MORRO JABLE;Canarias;Las Palmas;0,2;12
2017;4;QUINTANAR DE LA ORDEN;Castilla - La Mancha;Toledo;0,7;12
2017;4;QUINTO;Aragón;Zaragoza;5,4;48
2017;4;RADES;Castilla y León;Segovia;13,8;156
2017;4;RAMALES DE LA VICTORIA-ETAP;Cantabria;Cantabria;69,6;108
2017;4;RASQUERA;Cataluña;Tarragona;9,8;36
2017;4;REUS (CENTRE LECTURA);Cataluña;Tarragona;13,7;36
2017;4;REUS, AEROPUERTO;Cataluña;Tarragona;11,5;30
2017;4;RIAÑO-ERMITA QUINTANILLA;Castilla y León;León;20,8;168
2017;4;RIBADAVIA;Galicia;Ourense;12,6;84
2017;4;RIBADEO, VILAFRAMIL;Galicia;Lugo;23,2;72
2017;4;RINCON DE LA VICTORIA (AUTOMATICA);Andalucía;Málaga;42,8;336
2017;4;RIPOLL;Cataluña;Girona;51,3;222
2017;4;RIVILLA DE BARAJAS;Castilla y León;Ávila;2,6;48
2017;4;ROBLEDO DE CHAVELA;Comunidad de Madrid;Madrid;20,1;108
2017;4;RODA DE ANDALUCÍA;Andalucía;Sevilla;19,8;72
2017;4;ROJALES, EL MOLINO;Comunitat Valenciana;Alicante/Alacant;2,4;24
2017;4;RONCESVALLES/ORREAGA;Comunidad Foral de Navarra;Navarra;144,6;300
2017;4;RONDA, IES;Andalucía;Málaga;17,8;72
2017;4;RONZÓN;Principado de Asturias;Asturias;28,6;72
2017;4;ROTA;Andalucía;Cádiz;37,0;132
2017;4;ROZAS DE PUERTO REAL;Comunidad de Madrid;Madrid;20,4;48
2017;4;RUEDA;Castilla y León;Valladolid;2,8;24
2017;4;SA POBLA-SA CANOVA;Illes Balears;Illes Balears;10,0;36
2017;4;SABINOSA-BALNEARIO;Canarias;Santa Cruz de Tenerife;2,8;96
2017;4;SABIÑÁNIGO;Aragón;Huesca;26,4;300
2017;4;SAELICES EL CHICO;Castilla y León;Salamanca;7,8;72
2017;4;SAGUNTO (MONTIVER PONTAZGO - SEMIAUTOMATICA);Comunitat Valenciana;Valencia/València;14,0;84
2017;4;SAHECHORES-HELIPUERTO;Castilla y León;León;3,8;48
2017;4;SALAMANCA,OBS.;Castilla y León;Salamanca;9,9;66
2017;4;SALAMANCA/MATACAN;Castilla y León;Salamanca;10,4;132
2017;4;SALOBREÑA;Andalucía;Granada;21,4;60
2017;4;SALVACAÑETE;Castilla - La Mancha;Cuenca;3,6;48
2017;4;SAN ANDRÉS-DEPÓSITO CABILDO;Canarias;Santa Cruz de Tenerife;45,4;252
