AÑO;MES;ESTACION_DE_MEDICION;CCAA;PROVINCIA;PRECIPITACION_ACUMULADA;INTENSIDAD_MAXIMA_PRECIPITACION
2024;6;MADRID/TORREJÓN;Comunidad de Madrid;Madrid;0,0;0
2024;6;MADRIGAL DE LA VERA;Extremadura;Cáceres;82,6;300
2024;6;MANACOR-POLIESPORTIU;Illes Balears;Illes Balears;32,4;504
2024;6;MANDAYONA;Castilla - La Mancha;Guadalajara;63,0;348
2024;6;MANILVA;Andalucía;Málaga;0,0;0
2024;6;MANRESA;Cataluña;Barcelona;49,0;240
2024;6;MANRESA (LA CULLA);Cataluña;Barcelona;0,0;0
2024;6;MARBELLA (PUERTO BANUS - AUTOMATICA);Andalucía;Málaga;2,8;72
2024;6;MARBELLA, CABOPINO;Andalucía;Málaga;3,0;72
2024;6;MARTINET;Cataluña;Lleida;72,8;696
2024;6;MASPALOMAS;Canarias;Las Palmas;0,2;12
2024;6;MASSALUCA;Cataluña;Tarragona;30,0;732
2024;6;MATXITXAKO;País Vasco;Bizkaia;93,8;288
2024;6;MAZARICOS-A PICOTA;Galicia;A Coruña;102,0;144
2024;6;MAZARRÓN/LAS TORRES;Región de Murcia;Murcia;7,6;156
2024;6;MAÇANET DE CABRENYS;Cataluña;Girona;48,4;228
2024;6;MEDINA DE POMAR;Castilla y León;Burgos;31,0;600
2024;6;MEDINA DE RIOSECO;Castilla y León;Valladolid;72,2;468
2024;6;MEDINA SIDONIA (EL HUNDIDO - AUTOMATICA);Andalucía;Cádiz;1,2;36
2024;6;MELILLA;Melilla;Melilla;3,4;36
2024;6;MENORCA/AEROPUERTO;Illes Balears;Illes Balears;7,8;48
2024;6;MERCADAL;Illes Balears;Illes Balears;0,0;0
2024;6;MESÓN EROSA;Galicia;Ourense;66,4;228
2024;6;MIERES-BAÍÑA;Principado de Asturias;Asturias;119,2;588
2024;6;MIGUELAÑEZ;Castilla y León;Segovia;59,8;528
2024;6;MINAS DE ALMADÉN;Castilla - La Mancha;Ciudad Real;18,2;264
2024;6;MIRA;Castilla - La Mancha;Cuenca;71,6;744
2024;6;MIRAMAR;Comunitat Valenciana;Valencia/València;20,6;348
2024;6;MIRANDA DE EBRO;Castilla y León;Burgos;69,0;1032
2024;6;MIÑERA DE LUNA-EMBALSE;Castilla y León;León;87,0;312
2024;6;MOGAN (PUERTO RICO);Canarias;Las Palmas;0,0;0
2024;6;MOIÀ;Cataluña;Barcelona;83,4;324
2024;6;MOLINA DE ARAGÓN;Castilla - La Mancha;Guadalajara;67,2;216
2024;6;MOLINA DE SEGURA (LOS VALIENTES);Región de Murcia;Murcia;35,8;504
2024;6;MOLLERUSSA;Cataluña;Lleida;16,6;120
2024;6;MONDOÑEDO;Galicia;Lugo;112,4;324
2024;6;MONESTERIO (AUTOMATICA);Extremadura;Badajoz;22,0;504
2024;6;MONFORTE DE LEMOS;Galicia;Lugo;59,0;336
2024;6;MONREAL/ELO, DEPÓSITO;Comunidad Foral de Navarra;Navarra;34,8;252
2024;6;MONTALBÁN;Aragón;Teruel;41,2;192
2024;6;MONTEAGUDO;Comunidad Foral de Navarra;Navarra;37,6;228
2024;6;MONTEHERMOSO;Extremadura;Cáceres;57,6;132
2024;6;MONTERROSO;Galicia;Lugo;26,2;180
2024;6;MONTERRUBIO DE LA DEMANDA;Castilla y León;Burgos;37,2;132
2024;6;MONTORO,VEGA ARMIJO;Andalucía;Córdoba;24,4;312
2024;6;MONTSERRAT;Cataluña;Barcelona;72,6;576
2024;6;MORA DE TOLEDO (AUTOMÁTICA);Castilla - La Mancha;Toledo;43,2;408
2024;6;MORALES DEL TORO-DEPOSITO;Castilla y León;Zamora;56,2;276
2024;6;MORELLA - PASEO ALAMEDA;Comunitat Valenciana;Castellón/Castelló;36,4;324
2024;6;MORON DE ALMAZAN;Castilla y León;Soria;71,6;372
2024;6;MORÓN DE LA FRONTERA;Andalucía;Sevilla;9,2;192
2024;6;MOSQUERUELA, DEPÓSITO;Aragón;Teruel;77,0;324
2024;6;MOTILLA DEL PALANCAR;Castilla - La Mancha;Cuenca;36,4;228
2024;6;MOTRIL,PUERTO NAÚTICO;Andalucía;Granada;0,0;0
2024;6;MUIÑOS-PRADO;Galicia;Ourense;37,8;120
2024;6;MULA (P. BOMBEROS - AUT.);Región de Murcia;Murcia;13,4;336
2024;6;MUNERA, SAN BARTOLOMÉ (AUTOMÁTICA);Castilla - La Mancha;Albacete;13,4;12
2024;6;MUNIESA;Aragón;Teruel;51,6;708
2024;6;MURCIA;Región de Murcia;Murcia;102,2;2196
2024;6;MURCIA AEROPUERTO;Región de Murcia;Murcia;17,5;336
2024;6;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;69,1;864
2024;6;MURCIA/SAN JAVIER;Región de Murcia;Murcia;18,1;378
2024;6;MURO-SALBUFERA;Illes Balears;Illes Balears;3,8;36
2024;6;MUTRIKU;País Vasco;Gipuzkoa;92,8;264
2024;6;MUÑOTELLO;Castilla y León;Ávila;42,4;204
2024;6;MÁLAGA;Andalucía;Málaga;2,2;84
2024;6;MÁLAGA, CENTRO METEOROLÓGICO;Andalucía;Málaga;7,0;144
2024;6;MÁLAGA/AEROPUERTO;Andalucía;Málaga;0,9;24
2024;6;MÉRIDA;Extremadura;Badajoz;29,2;468
2024;6;NACIMIENTO, PARQUE NACIONAL SIERRA NEVADA;Andalucía;Almería;1,5;30
2024;6;NAVACERRADA,PUERTO;Castilla y León;Segovia;99,0;300
2024;6;NAVAHERMOSA;Castilla - La Mancha;Toledo;20,8;72
2024;6;NAVALMORAL DE LA MATA;Extremadura;Cáceres;47,8;372
2024;6;NAVALVILLAR DE IBOR;Extremadura;Cáceres;34,6;156
2024;6;NAVALVILLAR DE PELA;Extremadura;Badajoz;28,0;288
2024;6;NAVASCUÉS/NABASKOZE;Comunidad Foral de Navarra;Navarra;62,6;384
2024;6;NAVASFRIAS;Castilla y León;Salamanca;47,6;444
2024;6;NERJA (CUEVAS DE NERJA - AUTOMATICA);Andalucía;Málaga;0,6;12
2024;6;NESTARES;Cantabria;Cantabria;71,2;198
2024;6;NOIA;Galicia;A Coruña;50,4;96
2024;6;NOVELDA;Comunitat Valenciana;Alicante/Alacant;20,8;228
2024;6;NUÑOMORAL;Extremadura;Cáceres;102,2;600
2024;6;NÁJERA;La Rioja;La Rioja;37,8;180
2024;6;O BARCO DE VALDEORRAS;Galicia;Ourense;57,8;144
2024;6;O CARBALLIÑO;Galicia;Ourense;45,4;234
2024;6;O PARAMO;Galicia;Lugo;22,0;108
2024;6;O ROSAL;Galicia;Pontevedra;118,8;1572
2024;6;OCAÑA;Castilla - La Mancha;Toledo;42,0;180
2024;6;OLITE/ERRIBERRI;Comunidad Foral de Navarra;Navarra;28,4;276
2024;6;OLIVENZA;Extremadura;Badajoz;44,8;936
2024;6;OLMEDO, DEPÓSITO AGUA;Castilla y León;Valladolid;41,4;288
2024;6;OLVEGA-CAMINO VEGAFRÍA;Castilla y León;Soria;90,8;672
2024;6;OLVERA-COOP.AGRÍCOLA;Andalucía;Cádiz;1,6;24
2024;6;ONETA;Principado de Asturias;Asturias;133,6;432
2024;6;ONTINYENT;Comunitat Valenciana;Valencia/València;43,2;312
2024;6;ORDIZIA;País Vasco;Gipuzkoa;106,4;252
2024;6;ORIHUELA DESAMPARADOS;Comunitat Valenciana;Alicante/Alacant;14,6;192
2024;6;OROPESA,DEHESÓN DEL  ENCINAR;Castilla - La Mancha;Toledo;24,0;132
2024;6;OROZ-BETELU/OROTZ-BETELU, DEPÓSITO;Comunidad Foral de Navarra;Navarra;42,0;228
2024;6;OROZKO, IBARRA;País Vasco;Bizkaia;79,6;180
2024;6;OS DE BALAGUER;Cataluña;Lleida;20,2;144
2024;6;OSA DE LA VEGA (AUTOMÁTICA);Castilla - La Mancha;Cuenca;65,6;336
2024;6;OSSA DE MONTIEL;Castilla - La Mancha;Albacete;30,8;564
2024;6;OSUNA, SEA;Andalucía;Sevilla;9,0;168
2024;6;OURENSE;Galicia;Ourense;43,2;336
2024;6;OURIA DE TARAMUNDI;Principado de Asturias;Asturias;122,0;480
2024;6;OVIEDO;Principado de Asturias;Asturias;92,4;504
2024;6;PADRÓN;Galicia;A Coruña;53,8;96
2024;6;PAJARES - VALGRANDE;Principado de Asturias;Asturias;137,0;408
2024;6;PALACIOS DE LA SIERRA;Castilla y León;Burgos;51,8;300
2024;6;PALENCIA-AUTILLA PINO;Castilla y León;Palencia;32,7;246
2024;6;PALENCIA-GRANJA VIÑALTA;Castilla y León;Palencia;29,8;156
2024;6;PALMA DE MALLORCA/SON SANT JOAN;Illes Balears;Illes Balears;107,2;624
2024;6;PALMA-PORTOPÍ;Illes Balears;Illes Balears;25,3;102
2024;6;PALMA-UNIVERSITAT;Illes Balears;Illes Balears;20,0;204
2024;6;PAMPLONA, AEROPUERTO;Comunidad Foral de Navarra;Navarra;41,5;396
2024;6;PANTANO DE LA TOBA (AUTOMATICA);Castilla - La Mancha;Cuenca;43,6;444
2024;6;PANTANO EL VADO;Castilla - La Mancha;Guadalajara;123,2;420
2024;6;PANTICOSA, PETROSOS;Aragón;Huesca;89,4;552
2024;6;PASTRANA;Castilla - La Mancha;Guadalajara;25,0;156
2024;6;PEDRAZA DE ALBA-VALLELARGO;Castilla y León;Salamanca;63,0;276
2024;6;PEDROSA DEL PRÍNCIPE;Castilla y León;Burgos;39,0;156
2024;6;PEDROSILLO DE LOS AIRES-CASTILLEJO;Castilla y León;Salamanca;57,8;240
2024;6;PEGO;Comunitat Valenciana;Alicante/Alacant;32,8;552
2024;6;PERALEDA DEL ZAUCEJO;Extremadura;Badajoz;10,4;144
2024;6;PETRA;Illes Balears;Illes Balears;12,4;180
2024;6;PEÑAFIEL(FABRICA DE QUESOS);Castilla y León;Valladolid;1,8;12
2024;6;PINAR-DEPÓSITO;Canarias;Santa Cruz de Tenerife;2,0;24
2024;6;PINOSO;Comunitat Valenciana;Alicante/Alacant;66,2;612
2024;6;PIORNAL (AUTOMATICA);Extremadura;Cáceres;161,8;624
2024;6;PLANOLES;Cataluña;Girona;96,6;456
2024;6;PLASENCIA;Extremadura;Cáceres;74,5;396
2024;6;POBRA DE TRIVES,SAN MAMEDE;Galicia;Ourense;70,2;720
2024;6;POLA DE SOMIEDO-DEPURADORA;Principado de Asturias;Asturias;58,6;420
2024;6;POLIENTES-CASYC;Cantabria;Cantabria;52,0;354
2024;6;POLINYÀ DE XÚQUER;Comunitat Valenciana;Valencia/València;9,6;108
2024;6;POLLENÇA-POLIESPORTIU;Illes Balears;Illes Balears;12,0;84
2024;6;PONFERRADA;Castilla y León;León;56,6;240
2024;6;PONTEAREAS-CANEDO;Galicia;Pontevedra;56,6;276
2024;6;PONTEVEDRA;Galicia;Pontevedra;63,6;120
2024;6;PONTONS;Cataluña;Barcelona;57,2;612
2024;6;PORQUERES;Cataluña;Girona;61,6;144
2024;6;PORRERES-SA MESQUIDA;Illes Balears;Illes Balears;8,8;156
2024;6;PORT POLLENÇA-AERODROM;Illes Balears;Illes Balears;11,8;84
2024;6;PORTOCOLOM;Illes Balears;Illes Balears;3,2;48
2024;6;POZUELO DE ALARCON (AUTOMÁTICA);Comunidad de Madrid;Madrid;19,2;108
2024;6;POZUELO DE TABARA;Castilla y León;Zamora;75,9;360
2024;6;PRATS DE LLUÇANÈS;Cataluña;Barcelona;97,0;948
2024;6;PRIEGO DE CÓRDOBA, SAN FELIX;Andalucía;Córdoba;4,0;60
2024;6;PUEBLA DE DON RODRIGO;Castilla - La Mancha;Ciudad Real;31,5;498
2024;6;PUEBLA DE OBANDO (AUTOMATICA);Extremadura;Badajoz;20,4;108
2024;6;PUERTO DE LA CRUZ;Canarias;Santa Cruz de Tenerife;0,0;0
2024;6;PUERTO DE LEITARIEGOS;Principado de Asturias;Asturias;43,4;180
2024;6;PUERTO DE SAN ISIDRO;Castilla y León;León;93,4;360
2024;6;PUERTO DEL REY;Extremadura;Cáceres;28,2;168
2024;6;PUERTO EL PICO;Castilla y León;Ávila;50,4;276
2024;6;PUERTO LUMBRERAS;Región de Murcia;Murcia;27,2;588
2024;6;PUERTOLLANO;Castilla - La Mancha;Ciudad Real;21,2;324
2024;6;PUNTA GALEA;País Vasco;Bizkaia;60,9;246
2024;6;PUNTAGORDA;Canarias;Santa Cruz de Tenerife;11,4;216
2024;6;PÁJARA-PUERTO MORRO JABLE;Canarias;Las Palmas;0,0;0
2024;6;QUINTANAR DE LA ORDEN;Castilla - La Mancha;Toledo;34,4;132
2024;6;QUINTO;Aragón;Zaragoza;30,2;444
2024;6;RADES;Castilla y León;Segovia;67,8;348
2024;6;RAMALES DE LA VICTORIA-ETAP;Cantabria;Cantabria;71,8;672
2024;6;RASQUERA;Cataluña;Tarragona;31,4;216
2024;6;RETAMAL DE LLERENA;Extremadura;Badajoz;24,0;432
2024;6;REUS (CENTRE LECTURA);Cataluña;Tarragona;76,5;1140
2024;6;REUS, AEROPUERTO;Cataluña;Tarragona;113,1;1026
2024;6;RIAÑO-ERMITA QUINTANILLA;Castilla y León;León;98,4;420
2024;6;RIBADAVIA;Galicia;Ourense;27,4;396
2024;6;RIBADEO, VILAFRAMIL;Galicia;Lugo;59,0;168
2024;6;RINCON DE LA VICTORIA (AUTOMATICA);Andalucía;Málaga;0,4;12
2024;6;RIPOLL;Cataluña;Girona;108,4;222
2024;6;RIVILLA DE BARAJAS;Castilla y León;Ávila;25,2;192
2024;6;ROBLEDO DE CHAVELA;Comunidad de Madrid;Madrid;52,8;336
2024;6;RODA DE ANDALUCÍA;Andalucía;Sevilla;5,8;60
2024;6;ROJALES, EL MOLINO;Comunitat Valenciana;Alicante/Alacant;22,2;312
2024;6;RONCESVALLES/ORREAGA;Comunidad Foral de Navarra;Navarra;107,4;384
2024;6;RONDA, IES;Andalucía;Málaga;3,2;36
2024;6;RONZÓN;Principado de Asturias;Asturias;89,4;408
2024;6;ROQUE DE LOS MUCHACHOS;Canarias;Santa Cruz de Tenerife;3,2;48
2024;6;ROQUETAS DE MAR-FARO SABINAR;Andalucía;Almería;0,0;0
2024;6;ROTA;Andalucía;Cádiz;2,8;66
2024;6;ROZAS DE PUERTO REAL;Comunidad de Madrid;Madrid;36,6;348
2024;6;RUEDA;Castilla y León;Valladolid;48,0;312
2024;6;RÁGOL, PARQUE NACIONAL SIERRA NEVADA;Andalucía;Almería;6,6;54
2024;6;SA POBLA-SA CANOVA;Illes Balears;Illes Balears;7,0;60
2024;6;SABINOSA-BALNEARIO;Canarias;Santa Cruz de Tenerife;1,4;24
2024;6;SABIÑÁNIGO;Aragón;Huesca;63,2;252
2024;6;SAELICES EL CHICO;Castilla y León;Salamanca;56,6;564
2024;6;SAGUNTO (MONTIVER PONTAZGO - SEMIAUTOMATICA);Comunitat Valenciana;Valencia/València;20,0;96
2024;6;SAHECHORES-HELIPUERTO;Castilla y León;León;68,8;228
2024;6;SALAMANCA,OBS.;Castilla y León;Salamanca;42,3;276
2024;6;SALAMANCA/MATACAN;Castilla y León;Salamanca;46,1;204
2024;6;SALOBREÑA;Andalucía;Granada;0,6;12
2024;6;SALVACAÑETE;Castilla - La Mancha;Cuenca;64,0;252
2024;6;SAN ANDRÉS-DEPÓSITO CABILDO;Canarias;Santa Cruz de Tenerife;12,2;132
2024;6;SAN ANTOLIN DE IBIAS-LINARES;Principado de Asturias;Asturias;81,0;564
2024;6;SAN BARTOLOME TIRAJANA (CUEVAS DEL PINAR);Canarias;Las Palmas;0,0;0
2024;6;SAN BARTOLOME TIRAJANA (EL MATORRAL);Canarias;Las Palmas;0,0;0
2024;6;SAN BARTOLOME TIRAJANA-C.INSULAR TURISMO;Canarias;Las Palmas;0,0;0
2024;6;SAN BARTOLOME TIRAJANA-H.LAS TIRAJANAS;Canarias;Las Palmas;0,0;0
2024;6;SAN BARTOLOME TIRAJANA-LOMO PEDRO ALFONSO;Canarias;Las Palmas;0,0;0
2024;6;SAN CLEMENTE;Castilla - La Mancha;Cuenca;34,8;240
2024;6;SAN FELICES DE BUELNA-TARRIBA;Cantabria;Cantabria;50,0;132
2024;6;SAN FERNANDO;Andalucía;Cádiz;21,6;468
2024;6;SAN JOSE DEL VALLE-PT GUADALCACÍN;Andalucía;Cádiz;1,6;36
2024;6;SAN MATEO (CORRAL DE LOS JUNCOS);Canarias;Las Palmas;0,0;0
2024;6;SAN NICOLAS T.-TASARTE/COPARLITA;Canarias;Las Palmas;1,0;24
2024;6;SAN PABLO DE LOS MONTES;Castilla - La Mancha;Toledo;59,0;558
2024;6;SAN PEDRO MANRIQUE;Castilla y León;Soria;77,6;504
2024;6;SAN RAFAEL;Castilla y León;Segovia;91,2;768
2024;6;SAN ROQUE DE RIOMERA-CARACOL;Cantabria;Cantabria;138,4;132
2024;6;SAN ROQUE, SOTOGRANDE;Andalucía;Cádiz;0,0;0
2024;6;SAN SEBASTIAN DE LOS REYES;Comunidad de Madrid;Madrid;63,0;504
2024;6;SAN SEBASTIÁN DE LA GOMERA;Canarias;Santa Cruz de Tenerife;0,0;0
2024;6;SAN VICENTE, FARO;Cantabria;Cantabria;61,4;420
2024;6;SANT ANTONI DE PORTMANY;Illes Balears;Illes Balears;40,6;840
2024;6;SANT HILARI;Cataluña;Girona;92,6;432
2024;6;SANT JOAN DE LABRITJA;Illes Balears;Illes Balears;3,4;36
2024;6;SANT JULIÀ DE VILATORTA;Cataluña;Barcelona;110,8;1200
2024;6;SANT PAU DE SEGURIES;Cataluña;Girona;124,2;312
2024;6;SANTA CRUZ DE TENERIFE;Canarias;Santa Cruz de Tenerife;0,6;12
2024;6;SANTA ELENA;Andalucía;Jaén;1,4;12
2024;6;SANTA EULALIA  DEL CAMPO;Aragón;Teruel;48,6;144
2024;6;SANTA GADEA DE ALFOZ;Castilla y León;Burgos;72,0;528
2024;6;SANTA MARÍA;Illes Balears;Illes Balears;15,2;96
2024;6;SANTANDER AEROPUERTO;Cantabria;Cantabria;45,9;132
2024;6;SANTANDER,CMT;Cantabria;Cantabria;53,6;96
2024;6;SANTANYÍ;Illes Balears;Illes Balears;4,7;96
2024;6;SANTIAGO DE COMPOSTELA;Galicia;A Coruña;49,0;102
2024;6;SANTIAGO DE COMPOSTELA/LAVACOLLA;Galicia;A Coruña;52,8;72
2024;6;SANTIBAÑEZ DE VIDRIALES;Castilla y León;Zamora;74,6;324
2024;6;SARDÓN DE DUERO;Castilla y León;Valladolid;31,6;156
2024;6;SARIÑENA, DEPÓSITO;Aragón;Huesca;34,4;1020
2024;6;SAUCES-S.ANDRÉS-BALSA ADEYAHAME;Canarias;Santa Cruz de Tenerife;22,6;60
2024;6;SEGE;Castilla - La Mancha;Albacete;20,4;324
2024;6;SEGORBE, MASIA HOYA;Comunitat Valenciana;Castellón/Castelló;43,2;336
2024;6;SEGOVIA;Castilla y León;Segovia;82,6;288
2024;6;SEGURA;País Vasco;Gipuzkoa;101,6;348
2024;6;SEIRA;Aragón;Huesca;126,2;408
2024;6;SERRADILLA (AUTOMATICA);Extremadura;Cáceres;53,6;336
2024;6;SEVILLA/SAN PABLO;Andalucía;Sevilla;13,1;354
2024;6;SIERRA DE ALFABIA;Illes Balears;Illes Balears;8,6;90
2024;6;SIGÜENZA;Castilla - La Mancha;Guadalajara;36,4;276
2024;6;SILLEDA;Galicia;Pontevedra;25,4;192
2024;6;SINEU-POLIESPORTIU;Illes Balears;Illes Balears;5,4;36
2024;6;SITGES, VALLCARCA;Cataluña;Barcelona;13,4;312
2024;6;SOBRADO DOS MONXES;Galicia;A Coruña;49,4;156
2024;6;SOMOSIERRA;Comunidad de Madrid;Madrid;88,6;258
2024;6;SON BONET, AEROPUERTO;Illes Balears;Illes Balears;33,4;288
2024;6;SON SERVERA-CAN PEP MONJO;Illes Balears;Illes Balears;4,6;36
2024;6;SOPEIRA;Aragón;Huesca;108,4;636
2024;6;SOPUERTA;País Vasco;Bizkaia;66,8;156
2024;6;SORIA;Castilla y León;Soria;60,8;204
2024;6;SOS DEL REY CATÓLICO;Aragón;Zaragoza;50,0;588
2024;6;SOTILLO DE LA ADRADA;Castilla y León;Ávila;29,8;114
2024;6;SOTO DE VALDEÓN (AUTOMATICA);Castilla y León;León;85,0;372
2024;6;SOTRES, PARQUE NACIONAL PICOS DE EUROPA;Principado de Asturias;Asturias;86,0;180
2024;6;SOUTU, LA BARCA;Principado de Asturias;Asturias;104,4;1152
2024;6;SÓLLER;Illes Balears;Illes Balears;6,2;72
2024;6;TABLADA;Andalucía;Sevilla;25,0;432
2024;6;TACORONTE-A S.E.A.;Canarias;Santa Cruz de Tenerife;8,8;72
2024;6;TALARN;Cataluña;Lleida;129,6;984
2024;6;TALAVERA DE LA REINA;Castilla - La Mancha;Toledo;0,0;0
2024;6;TAMA;Cantabria;Cantabria;66,6;264
2024;6;TAMARITE DE LITERA, LA MELUSA;Aragón;Huesca;40,8;420
2024;6;TARANCON;Castilla - La Mancha;Cuenca;33,6;156
2024;6;TARAZONA;Aragón;Zaragoza;47,2;360
2024;6;TARIFA;Andalucía;Cádiz;5,2;144
2024;6;TARRAGONA, FAC. GEOGRAFIA;Cataluña;Tarragona;89,2;900
2024;6;TEGUISE LA GRACIOSA-HELIPUERTO;Canarias;Las Palmas;0,6;12
2024;6;TEJEDA CASCO;Canarias;Las Palmas;0,0;0
2024;6;TELDE-CENTRO FORESTAL DORAMAS;Canarias;Las Palmas;2,0;12
2024;6;TELDE-MELENARA;Canarias;Las Palmas;0,0;0
2024;6;TEMBLEQUE;Castilla - La Mancha;Toledo;35,0;396
2024;6;TENERIFE-GÜIMAR;Canarias;Santa Cruz de Tenerife;0,0;0
2024;6;TENERIFE/LOS RODEOS;Canarias;Santa Cruz de Tenerife;4,1;54
2024;6;TENERIFE/SUR;Canarias;Santa Cruz de Tenerife;0,6;12
2024;6;TEROR-OSORIO;Canarias;Las Palmas;19,8;36
2024;6;TERUEL;Aragón;Teruel;57,8;552
2024;6;TIAS-LAS VEGAS;Canarias;Las Palmas;2,0;12
2024;6;TIELMES;Comunidad de Madrid;Madrid;36,8;480
2024;6;TIJARAFE-MIRADOR TIME;Canarias;Santa Cruz de Tenerife;5,0;84
2024;6;TINAJO-LOS DOLORES;Canarias;Las Palmas;0,2;12
2024;6;TOBARRA;Castilla - La Mancha;Albacete;71,0;792
2024;6;TOLEDO;Castilla - La Mancha;Toledo;32,8;156
2024;6;TOMARES, ZAUDÍN;Andalucía;Sevilla;5,0;108
2024;6;TOMELLOSO;Castilla - La Mancha;Ciudad Real;35,6;480
2024;6;TONA;Cataluña;Barcelona;102,6;660
2024;6;TOPARES;Andalucía;Almería;17,8;192
2024;6;TORDERA - GRANYANELLA;Cataluña;Lleida;32,2;348
2024;6;TORLA-ORDESA, DEPÓSITO;Aragón;Huesca;84,8;408
2024;6;TORLA-ORDESA, EL CEBOLLAR;Aragón;Huesca;82,1;348
2024;6;TORNAVACAS;Extremadura;Cáceres;78,4;324
2024;6;TORRE PACHECO (C.C.A. AUT.);Región de Murcia;Murcia;26,8;252
2024;6;TORREBLANCA AYUNTAMIENTO (C.AGRARIA LOCAL);Comunitat Valenciana;Castellón/Castelló;7,2;48
2024;6;TORRECILLA DE LOS ANGELES;Extremadura;Cáceres;65,8;420
2024;6;TORRELAVEGA-SIERRAPANDO;Cantabria;Cantabria;55,8;132
2024;6;TORREMOLINOS;Andalucía;Málaga;2,6;36
2024;6;TORRES;Andalucía;Jaén;9,2;192
2024;6;TORROX,FARO;Andalucía;Málaga;0,2;6
2024;6;TORTOSA;Cataluña;Tarragona;38,8;240
2024;6;TORÀ;Cataluña;Lleida;14,4;48
2024;6;TOTANA;Región de Murcia;Murcia;34,2;888
2024;6;TRESVISO;Cantabria;Cantabria;96,2;180
2024;6;TRETO;Cantabria;Cantabria;39,0;96
2024;6;TRUJILLO;Extremadura;Cáceres;58,4;330
2024;6;TUDELA;Comunidad Foral de Navarra;Navarra;42,6;264
2024;6;TUINEJE-PUERTO GRAN TARAJAL;Canarias;Las Palmas;0,0;0
2024;6;TUIXENT;Cataluña;Lleida;34,8;180
2024;6;TURIS;Comunitat Valenciana;Valencia/València;54,0;468
2024;6;UCERO;Castilla y León;Soria;60,0;168
2024;6;UTIEL, LA CUBERA;Comunitat Valenciana;Valencia/València;56,7;528
2024;6;VALCARLOS/LUZAIDE;Comunidad Foral de Navarra;Navarra;97,0;408
2024;6;VALDEMORILLO;Comunidad de Madrid;Madrid;41,0;324
2024;6;VALDEPEÑAS;Castilla - La Mancha;Ciudad Real;15,6;288
2024;6;VALDERROBRES;Aragón;Teruel;25,4;216
2024;6;VALDEZCARAY;La Rioja;La Rioja;62,0;216
2024;6;VALENCIA DE ALCÁNTARA;Extremadura;Cáceres;31,8;156
2024;6;VALENCIA DE DON JUAN;Castilla y León;León;45,8;348
2024;6;VALENCIA DT;Comunitat Valenciana;Valencia/València;30,6;114
2024;6;VALENCIA UPV;Comunitat Valenciana;Valencia/València;28,1;108
2024;6;VALENCIA/AEROPUERTO;Comunitat Valenciana;Valencia/València;23,6;144
2024;6;VALL DE BIANYA;Cataluña;Girona;108,4;192
2024;6;VALLADOLID;Castilla y León;Valladolid;86,2;708
2024;6;VALLADOLID/VILLANUBLA;Castilla y León;Valladolid;68,7;612
2024;6;VALLE DE HECHO, HECHO-DEPÓSITO;Aragón;Huesca;113,0;360
2024;6;VALLEHERMOSO-ALTO IGUALERO;Canarias;Santa Cruz de Tenerife;9,6;24
2024;6;VALLEHERMOSO-DAMA;Canarias;Santa Cruz de Tenerife;2,6;48
2024;6;VALLESECO;Canarias;Las Palmas;22,2;24
2024;6;VALLS;Cataluña;Tarragona;75,4;1056
2024;6;VALMADRID;Aragón;Zaragoza;37,4;348
2024;6;VALSEQUILLO;Andalucía;Córdoba;8,0;96
2024;6;VALVERDE;Canarias;Santa Cruz de Tenerife;10,2;36
2024;6;VALVERDE CAMINO (CH.GUADIANA AUTOMATICA);Andalucía;Huelva;32,8;300
2024;6;VALVERDE DE FRESNO;Extremadura;Cáceres;78,2;336
2024;6;VEJER DE LA FRONTERA;Andalucía;Cádiz;3,6;54
2024;6;VELEZ MALAGA (AUTOMATICA);Andalucía;Málaga;0,6;24
2024;6;VICTORIA-DEPÓSITO MARRERO;Canarias;Santa Cruz de Tenerife;2,4;24
2024;6;VIGO-O CASTRO;Galicia;Pontevedra;63,8;168
2024;6;VIGO/PEINADOR;Galicia;Pontevedra;95,5;858
2024;6;VILAFRANCA DEL PENEDÈS;Cataluña;Barcelona;52,2;480
2024;6;VILAGARCIA DE AROUSA;Galicia;Pontevedra;59,0;96
2024;6;VILASSAR DE DALT;Cataluña;Barcelona;47,6;144
2024;6;VILLABLINO;Castilla y León;León;76,4;540
2024;6;VILLACARRIEDO - SANTIBAÑEZ;Cantabria;Cantabria;64,6;72
2024;6;VILLADEPERA;Castilla y León;Zamora;42,0;204
2024;6;VILLADIEGO (DEPÓSITO DE AGUA);Castilla y León;Burgos;32,4;180
2024;6;VILLAELES DE VALDAVIA;Castilla y León;Palencia;21,2;108
2024;6;VILLAFRANCA;Comunitat Valenciana;Castellón/Castelló;44,0;384
2024;6;VILLAFRANCA DE LOS BARROS;Extremadura;Badajoz;22,2;600
2024;6;VILLAFÁFILA;Castilla y León;Zamora;57,8;264
2024;6;VILLALÓN DE CAMPOS;Castilla y León;Valladolid;37,8;276
2024;6;VILLAMAYOR DE LOS MONTES;Castilla y León;Burgos;48,8;192
2024;6;VILLAMECA;Castilla y León;León;46,6;132
2024;6;VILLANUEVA DE CÓRDOBA;Andalucía;Córdoba;23,8;264
2024;6;VILLANUEVA DE LOS INFANTES;Castilla - La Mancha;Ciudad Real;28,0;336
2024;6;VILLANUEVA DEL ARZOBISPO;Andalucía;Jaén;24,2;456
