year,month,year_month,airport_name,airport_normalized,province,passengers,operations,cargo_kg,source_file,source_sheet
2015,1,2015-01,A Coruna,A CORUNA,A Coruna,68847,1005,10918,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Adolfo Suarez Madrid-Barajas,ADOLFO SUAREZ MADRID-BARAJAS,Madrid,3148894,27257,27619855,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Albacete,ALBACETE,Albacete,182,46,0,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Alicante-Elche,ALICANTE-ELCHE,Alicante,498596,3879,179583,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Almeria,ALMERIA,Almeria,24992,568,647,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Asturias,ASTURIAS,Asturias,61476,630,3908,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Badajoz,BADAJOZ,Badajoz,2307,140,0,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Barcelona-El Prat,BARCELONA-EL PRAT,Barcelona,2203277,18317,7804990,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Bilbao,BILBAO,Bizkaia,230303,2736,208615,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Burgos,BURGOS,Burgos,738,124,0,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Ceuta-Helipuerto,CEUTA-HELIPUERTO,Ceuta,166,48,0,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Cordoba,CORDOBA,Cordoba,477,484,0,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,El Hierro,EL HIERRO,Santa Cruz de Tenerife,10373,284,5749,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Fgl Granada-Jaen,FGL GRANADA-JAEN,Granada,46904,807,0,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Fuerteventura,FUERTEVENTURA,Las Palmas,369743,3214,76565,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Girona,GIRONA,Girona,49333,801,3470,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Gran Canaria,GRAN CANARIA,Las Palmas,981267,9243,1415647,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Huesca-Pirineos,HUESCA-PIRINEOS,Huesca,0,60,0,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Ibiza,IBIZA,Illes Balears,106430,1425,97599,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Jerez De La Frontera,JEREZ DE LA FRONTERA,Cadiz,22334,2684,4039,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,La Gomera,LA GOMERA,Santa Cruz de Tenerife,2248,140,61,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,La Palma,LA PALMA,Santa Cruz de Tenerife,73905,1246,54881,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Lanzarote,LANZAROTE,Las Palmas,451791,4046,149049,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Leon,LEON,Leon,1304,97,0,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Logrono,LOGRONO,La Rioja,795,92,0,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Madrid-Cuatro Vientos,MADRID-CUATRO VIENTOS,Madrid,141,2536,0,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Malaga-Costa Del Sol,MALAGA-COSTA DEL SOL,Malaga,644750,5776,180614,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Melilla,MELILLA,Melilla,23232,675,10031,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Menorca,MENORCA,Illes Balears,45693,800,111934,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Murcia-San Javier,MURCIA-SAN JAVIER,Murcia,19154,254,11,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Palma De Mallorca,PALMA DE MALLORCA,Illes Balears,565027,5952,689401,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Pamplona,PAMPLONA,Navarra,9532,379,262,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Reus,REUS,Tarragona,8807,776,0,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Sabadell,SABADELL,Barcelona,200,2039,0,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Salamanca,SALAMANCA,Salamanca,1024,324,0,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,San Sebastian,SAN SEBASTIAN,Gipuzkoa,15064,447,0,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Santiago,SANTIAGO,A Coruna,126832,1322,175403,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Seve Ballesteros-Santander,SEVE BALLESTEROS-SANTANDER,Cantabria,39240,585,63,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Sevilla,SEVILLA,Sevilla,250559,3025,443533,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Son Bonet,SON BONET,Illes Balears,68,683,0,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Tenerife Norte,TENERIFE NORTE,Santa Cruz de Tenerife,262627,4076,804373,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Tenerife Sur,TENERIFE SUR,Santa Cruz de Tenerife,817548,5619,280018,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Valencia,VALENCIA,Valencia,271120,3920,985686,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Valladolid,VALLADOLID,Valladolid,9585,210,0,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Vigo,VIGO,Pontevedra,43564,654,37870,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Vitoria,VITORIA,Alava,673,461,3355146,01.Enero-Definitivo-2015.xls,ENERO
2015,1,2015-01,Zaragoza,ZARAGOZA,Zaragoza,26208,427,5460976,01.Enero-Definitivo-2015.xls,ENERO
2016,1,2016-01,A Coruna,A CORUNA,A Coruna,71956,1007,11519,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Adolfo Suarez Madrid-Barajas,ADOLFO SUAREZ MADRID-BARAJAS,Madrid,3516501,28709,30196727,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Albacete,ALBACETE,Albacete,189,46,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Algeciras-Helipuerto,ALGECIRAS-HELIPUERTO,Cadiz,12,8,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Alicante-Elche,ALICANTE-ELCHE,Alicante,593149,4618,380707,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Almeria,ALMERIA,Almeria,30159,593,290,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Asturias,ASTURIAS,Asturias,70804,747,4290,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Badajoz,BADAJOZ,Badajoz,138,48,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Barcelona-El Prat,BARCELONA-EL PRAT,Barcelona,2517214,19332,9323556,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Bilbao,BILBAO,Bizkaia,260236,2926,214420,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Burgos,BURGOS,Burgos,110,44,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Ceuta-Helipuerto,CEUTA-HELIPUERTO,Ceuta,78,18,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Cordoba,CORDOBA,Cordoba,503,434,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,El Hierro,EL HIERRO,Santa Cruz de Tenerife,11711,295,6220,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Fgl Granada-Jaen,FGL GRANADA-JAEN,Granada,53599,786,326,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Fuerteventura,FUERTEVENTURA,Las Palmas,422516,3445,75786,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Girona,GIRONA,Girona,47284,796,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Gran Canaria,GRAN CANARIA,Las Palmas,1080215,9807,1499969,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Huesca-Pirineos,HUESCA-PIRINEOS,Huesca,4,307,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Ibiza,IBIZA,Illes Balears,126758,1995,100458,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Jerez De La Frontera,JEREZ DE LA FRONTERA,Cadiz,26435,2819,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,La Gomera,LA GOMERA,Santa Cruz de Tenerife,2788,152,85,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,La Palma,LA PALMA,Santa Cruz de Tenerife,82400,1244,61440,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Lanzarote,LANZAROTE,Las Palmas,494164,4131,134315,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Leon,LEON,Leon,1678,82,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Logrono,LOGRONO,La Rioja,923,77,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Madrid-Cuatro Vientos,MADRID-CUATRO VIENTOS,Madrid,141,1756,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Malaga-Costa Del Sol,MALAGA-COSTA DEL SOL,Malaga,732499,6321,153854,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Melilla,MELILLA,Melilla,23221,673,11861,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Menorca,MENORCA,Illes Balears,53795,1120,83932,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Murcia-San Javier,MURCIA-SAN JAVIER,Murcia,19573,228,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Palma De Mallorca,PALMA DE MALLORCA,Illes Balears,613548,6509,680524,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Pamplona,PAMPLONA,Navarra,9474,324,1662,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Reus,REUS,Tarragona,5549,761,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Sabadell,SABADELL,Barcelona,330,2401,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Salamanca,SALAMANCA,Salamanca,132,290,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,San Sebastian,SAN SEBASTIAN,Gipuzkoa,15859,452,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Santiago,SANTIAGO,A Coruna,148250,1400,163935,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Seve Ballesteros-Santander,SEVE BALLESTEROS-SANTANDER,Cantabria,42815,580,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Sevilla,SEVILLA,Sevilla,288509,3179,436604,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Son Bonet,SON BONET,Illes Balears,122,670,0,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Tenerife-Norte,TENERIFE-NORTE,Santa Cruz de Tenerife,304249,4434,895962,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Tenerife-Sur,TENERIFE-SUR,Santa Cruz de Tenerife,880098,5795,262751,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Valencia,VALENCIA,Valencia,307717,4025,935923,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Valladolid,VALLADOLID,Valladolid,11487,195,3085,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Vigo,VIGO,Pontevedra,61875,762,47859,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Vitoria,VITORIA,Alava,1124,481,3705652,01.Enero_Definitivo_2016.xls,ENERO 2016
2016,1,2016-01,Zaragoza,ZARAGOZA,Zaragoza,27076,468,6867883,01.Enero_Definitivo_2016.xls,ENERO 2016
2017,1,2017-01,A Coruna,A CORUNA,A Coruna,76517,1121,11406,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Adolfo Suarez Madrid-Barajas,ADOLFO SUAREZ MADRID-BARAJAS,Madrid,3843112,29678,32353125,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Albacete,ALBACETE,Albacete,183,45,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Algeciras-Helipuerto,ALGECIRAS-HELIPUERTO,Cadiz,0,0,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Alicante-Elche,ALICANTE-ELCHE,Alicante,684967,5524,455447,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Almeria,ALMERIA,Almeria,34759,626,32,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Asturias,ASTURIAS,Asturias,83039,818,4616,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Badajoz,BADAJOZ,Badajoz,2544,133,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Barcelona-El Prat,BARCELONA-EL PRAT,Barcelona,2803847,20846,10330162,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Bilbao,BILBAO,Bizkaia,285200,3132,226287,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Burgos,BURGOS,Burgos,178,68,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Ceuta-Helipuerto,CEUTA-HELIPUERTO,Ceuta,116,30,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Cordoba,CORDOBA,Cordoba,628,552,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,El Hierro,EL HIERRO,Santa Cruz de Tenerife,11963,318,5176,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Fgl Granada-Jaen,FGL GRANADA-JAEN,Granada,56001,1027,215,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Fuerteventura,FUERTEVENTURA,Las Palmas,454739,3772,76127,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Girona,GIRONA,Girona,40742,751,2564,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Gran Canaria,GRAN CANARIA,Las Palmas,1109416,10250,1474469,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Huesca-Pirineos,HUESCA-PIRINEOS,Huesca,0,340,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Ibiza,IBIZA,Illes Balears,140559,2029,93854,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Jerez De La Frontera,JEREZ DE LA FRONTERA,Cadiz,32849,3839,40,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,La Gomera,LA GOMERA,Santa Cruz de Tenerife,2820,144,141,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,La Palma,LA PALMA,Santa Cruz de Tenerife,106510,1488,62836,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Lanzarote,LANZAROTE,Las Palmas,536085,4690,148841,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Leon,LEON,Leon,1831,121,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Logrono,LOGRONO,La Rioja,1084,75,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Madrid-Cuatro Vientos,MADRID-CUATRO VIENTOS,Madrid,169,3114,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Malaga-Costa Del Sol,MALAGA-COSTA DEL SOL,Malaga,867386,7288,161179,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Melilla,MELILLA,Melilla,23251,623,14578,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Menorca,MENORCA,Illes Balears,60332,1121,110242,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Murcia-San Javier,MURCIA-SAN JAVIER,Murcia,39019,334,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Palma De Mallorca,PALMA DE MALLORCA,Illes Balears,642413,6931,677366,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Pamplona,PAMPLONA,Navarra,10745,385,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Reus,REUS,Tarragona,9483,663,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Sabadell,SABADELL,Barcelona,195,2112,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Salamanca,SALAMANCA,Salamanca,177,671,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,San Sebastian,SAN SEBASTIAN,Gipuzkoa,17895,467,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Santiago,SANTIAGO,A Coruna,158998,1421,177515,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Seve Ballesteros-Santander,SEVE BALLESTEROS-SANTANDER,Cantabria,47829,612,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Sevilla,SEVILLA,Sevilla,320488,3203,495527,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Son Bonet,SON BONET,Illes Balears,24,589,0,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Tenerife Norte,TENERIFE NORTE,Santa Cruz de Tenerife,313655,4398,930074,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Tenerife Sur,TENERIFE SUR,Santa Cruz de Tenerife,962552,6484,256027,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Valencia,VALENCIA,Valencia,368737,4278,1032050,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Valladolid,VALLADOLID,Valladolid,10706,252,1890,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Vigo,VIGO,Pontevedra,61253,813,40860,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Vitoria,VITORIA,Alava,492,512,4389154,01.Enero_Definitivo_2017.xls,ENERO 2017
2017,1,2017-01,Zaragoza,ZARAGOZA,Zaragoza,26224,470,9008485,01.Enero_Definitivo_2017.xls,ENERO 2017
2018,1,2018-01,A Coruna,A CORUNA,A Coruna,83794,1142,13266,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Adolfo Suarez Madrid-Barajas,ADOLFO SUAREZ MADRID-BARAJAS,Madrid,4130547,31369,37867285,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Albacete,ALBACETE,Albacete,190,49,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Algeciras-Helipuerto,ALGECIRAS-HELIPUERTO,Cadiz,2326,242,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Alicante-Elche,ALICANTE-ELCHE,Alicante,705773,5376,345158,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Almeria,ALMERIA,Almeria,30349,551,5,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Asturias,ASTURIAS,Asturias,91015,820,2652,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Badajoz,BADAJOZ,Badajoz,3195,131,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Barcelona-El Prat J.T.,BARCELONA-EL PRAT J.T.,Barcelona,3058260,22403,12255902,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Bilbao,BILBAO,Bizkaia,300116,3133,70652,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Burgos,BURGOS,Burgos,212,73,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Ceuta-Helipuerto,CEUTA-HELIPUERTO,Ceuta,3457,386,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Cordoba,CORDOBA,Cordoba,486,442,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,El Hierro,EL HIERRO,Santa Cruz de Tenerife,17145,426,5717,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Fgl Granada-Jaen,FGL GRANADA-JAEN,Granada,73652,1074,74,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Fuerteventura,FUERTEVENTURA,Las Palmas,475748,4225,76590,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Girona,GIRONA,Girona,41718,726,655,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Gran Canaria,GRAN CANARIA,Las Palmas,1180757,11315,1604115,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Huesca-Pirineos,HUESCA-PIRINEOS,Huesca,1,310,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Ibiza,IBIZA,Illes Balears,164320,2203,95249,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Jerez De La Frontera,JEREZ DE LA FRONTERA,Cadiz,40384,3361,100,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,La Gomera,LA GOMERA,Santa Cruz de Tenerife,3223,108,76,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,La Palma,LA PALMA,Santa Cruz de Tenerife,113947,1615,70670,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Lanzarote Cesar Manrique,LANZAROTE CESAR MANRIQUE,Las Palmas,558771,4921,144451,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Leon,LEON,Leon,2659,125,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Logrono,LOGRONO,La Rioja,1218,79,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Madrid-Cuatro Vientos,MADRID-CUATRO VIENTOS,Madrid,217,3019,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Malaga-Costa Del Sol,MALAGA-COSTA DEL SOL,Malaga,935155,7786,172713,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Melilla,MELILLA,Melilla,24513,653,9793,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Menorca,MENORCA,Illes Balears,63700,956,74818,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Murcia-San Javier,MURCIA-SAN JAVIER,Murcia,45200,374,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Palma De Mallorca,PALMA DE MALLORCA,Illes Balears,704996,7047,693158,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Pamplona,PAMPLONA,Navarra,13446,396,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Reus,REUS,Tarragona,6612,745,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Sabadell,SABADELL,Barcelona,292,2902,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Salamanca,SALAMANCA,Salamanca,160,412,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,San Sebastian,SAN SEBASTIAN,Gipuzkoa,20140,485,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Santiago,SANTIAGO,A Coruna,177009,1467,260799,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Seve Ballesteros-Santander,SEVE BALLESTEROS-SANTANDER,Cantabria,65228,757,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Sevilla,SEVILLA,Sevilla,424958,4077,1197966,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Son Bonet,SON BONET,Illes Balears,35,664,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Tenerife Norte,TENERIFE NORTE,Santa Cruz de Tenerife,375317,5560,991381,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Tenerife Sur,TENERIFE SUR,Santa Cruz de Tenerife,967694,6173,225179,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Valencia,VALENCIA,Valencia,468909,5138,1357809,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Valladolid,VALLADOLID,Valladolid,12835,266,0,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Vigo,VIGO,Pontevedra,68104,824,39397,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Vitoria,VITORIA,Alava,11885,797,5374753,01.Enero_Definitivo_2018.xls,ENERO 2018
2018,1,2018-01,Zaragoza,ZARAGOZA,Zaragoza,27311,580,11493462,01.Enero_Definitivo_2018.xls,ENERO 2018
2019,1,2019-01,A Coruna,A CORUNA,A Coruna,91143,1225,12250,01.Enero_Definitivo_2019.xls,ENERO 2019
2019,1,2019-01,Adolfo Suarez Madrid-Barajas,ADOLFO SUAREZ MADRID-BARAJAS,Madrid,4386862,32905,39723732,01.Enero_Definitivo_2019.xls,ENERO 2019
2019,1,2019-01,Aeropuerto Intl. Region Murcia,AEROPUERTO INTL. REGION MURCIA,Murcia,20243,206,0,01.Enero_Definitivo_2019.xls,ENERO 2019
2019,1,2019-01,Albacete,ALBACETE,Albacete,203,69,0,01.Enero_Definitivo_2019.xls,ENERO 2019
2019,1,2019-01,Algeciras-Helipuerto,ALGECIRAS-HELIPUERTO,Cadiz,2782,292,0,01.Enero_Definitivo_2019.xls,ENERO 2019
2019,1,2019-01,Alicante-Elche,ALICANTE-ELCHE,Alicante,784938,6012,312453,01.Enero_Definitivo_2019.xls,ENERO 2019
2019,1,2019-01,Almeria,ALMERIA,Almeria,34176,640,0,01.Enero_Definitivo_2019.xls,ENERO 2019
2019,1,2019-01,Asturias,ASTURIAS,Asturias,81601,702,1241,01.Enero_Definitivo_2019.xls,ENERO 2019
2019,1,2019-01,Badajoz,BADAJOZ,Badajoz,5205,221,0,01.Enero_Definitivo_2019.xls,ENERO 2019
2019,1,2019-01,Barcelona-El Prat J.T.,BARCELONA-EL PRAT J.T.,Barcelona,3274938,24005,12978258,01.Enero_Definitivo_2019.xls,ENERO 2019
2019,1,2019-01,Bilbao,BILBAO,Bizkaia,334070,3486,80809,01.Enero_Definitivo_2019.xls,ENERO 2019
2019,1,2019-01,Burgos,BURGOS,Burgos,732,89,0,01.Enero_Definitivo_2019.xls,ENERO 2019
2019,1,2019-01,Ceuta-Helipuerto,CEUTA-HELIPUERTO,Ceuta,5418,590,0,01.Enero_Definitivo_2019.xls,ENERO 2019
2019,1,2019-01,Cordoba,CORDOBA,Cordoba,672,654,0,01.Enero_Definitivo_2019.xls,ENERO 2019
2019,1,2019-01,El Hierro,EL HIERRO,Santa Cruz de Tenerife,18375,462,5761,01.Enero_Definitivo_2019.xls,ENERO 2019
