province,year_month,passengers,operations,cargo_kg,airport_count
A Coruna,2015-01,195679,2327,186321,2
A Coruna,2015-02,243743,2829,199408,2
A Coruna,2015-03,243743,2829,199408,2
A Coruna,2015-04,280137,2941,190207,2
A Coruna,2015-05,281708,3071,182321,2
A Coruna,2015-06,293707,3153,212093,2
A Coruna,2015-07,353839,3670,221464,2
A Coruna,2015-08,372176,3544,184725,2
A Coruna,2015-09,330533,3356,199273,2
A Coruna,2015-10,301076,3051,236398,2
A Coruna,2015-11,230159,2527,220385,2
A Coruna,2015-12,245343,2477,248885,2
A Coruna,2016-01,220206,2407,175454,2
A Coruna,2016-02,225948,2464,192681,2
A Coruna,2016-03,279624,2904,209544,2
A Coruna,2016-04,288515,3061,206784,2
A Coruna,2016-05,320967,3287,202437,2
A Coruna,2016-06,324144,3244,204877,2
A Coruna,2016-07,365878,3699,171266,2
A Coruna,2016-08,369608,3935,189293,2
A Coruna,2016-09,339255,3336,222802,2
A Coruna,2016-10,325743,3302,203066,2
A Coruna,2016-11,256277,2665,250765,2
A Coruna,2016-12,258620,2610,251970,2
A Coruna,2017-01,235515,2542,188921,2
A Coruna,2017-02,228044,2436,194687,2
A Coruna,2017-03,297707,3102,261926,2
A Coruna,2017-04,335502,3383,187031,2
A Coruna,2017-05,335814,3400,237903,2
A Coruna,2017-06,350854,3376,271975,2
A Coruna,2017-07,382336,3482,246759,2
A Coruna,2017-08,369320,3603,235105,2
A Coruna,2017-09,349847,3363,250541,2
A Coruna,2017-10,335657,3513,257119,2
A Coruna,2017-11,279736,2781,268465,2
A Coruna,2017-12,286419,2613,249988,2
A Coruna,2018-01,260803,2609,274065,2
A Coruna,2018-02,253742,2660,232413,2
A Coruna,2018-03,311816,2926,244185,2
A Coruna,2018-04,334533,3383,270400,2
A Coruna,2018-05,354487,3513,265735,2
A Coruna,2018-06,369012,3507,299796,2
A Coruna,2018-07,382829,3822,280102,2
A Coruna,2018-08,376924,3853,225305,2
A Coruna,2018-09,367984,3875,252846,2
A Coruna,2018-10,356520,3572,283342,2
A Coruna,2018-11,291931,2866,299361,2
A Coruna,2018-12,291630,2806,257318,2
A Coruna,2019-01,269968,2708,262472,2
A Coruna,2019-02,256134,2671,250158,2
A Coruna,2019-03,320296,3086,286262,2
A Coruna,2019-04,365206,3212,282290,2
A Coruna,2019-05,382094,3513,277591,2
A Coruna,2019-06,403718,3601,250449,2
A Coruna,2019-07,432162,3986,296231,2
A Coruna,2019-08,415925,3771,237603,2
A Coruna,2019-09,403073,3931,301599,2
A Coruna,2019-10,388846,3541,326153,2
A Coruna,2019-11,307076,2721,288894,2
A Coruna,2019-12,312188,2860,293817,2
A Coruna,2020-01,284246,2753,290907,2
A Coruna,2020-02,280633,2777,233584,2
A Coruna,2020-03,122413,1636,238792,2
A Coruna,2020-04,1389,176,5364,2
A Coruna,2020-05,990,408,50814,2
A Coruna,2020-06,13345,887,155127,2
A Coruna,2020-07,114197,2403,301483,2
A Coruna,2020-08,187008,3039,257652,2
A Coruna,2020-09,129336,2654,293544,2
A Coruna,2020-10,103839,2087,392426,2
A Coruna,2020-11,54692,1815,426841,2
A Coruna,2020-12,80082,1504,419063,2
A Coruna,2021-01,56899,1316,348179,2
A Coruna,2021-02,34503,1177,350732,2
A Coruna,2021-03,46638,1346,467859,2
A Coruna,2021-04,64192,1375,387299,2
A Coruna,2021-05,108980,1794,398354,2
A Coruna,2021-06,187648,2489,420056,2
A Coruna,2021-07,306351,3361,415685,2
A Coruna,2021-08,349889,3418,399958,2
A Coruna,2021-09,307551,3183,456544,2
A Coruna,2021-10,309742,3024,450069,2
A Coruna,2021-11,234980,2428,476712,2
A Coruna,2021-12,240874,2549,452255,2
A Coruna,2022-01,177596,2226,361083,2
A Coruna,2022-02,188662,2053,390584,2
A Coruna,2022-03,257550,2866,462062,2
A Coruna,2022-04,369721,3477,397694,2
A Coruna,2022-05,392423,3845,396438,2
A Coruna,2022-06,390598,3448,429683,2
A Coruna,2022-07,454165,4156,384397,2
A Coruna,2022-08,471192,4153,375951,2
A Coruna,2022-09,436982,3978,435358,2
A Coruna,2022-10,431580,3762,389106,2
A Coruna,2022-11,304078,2949,412352,2
A Coruna,2022-12,327936,2910,509739,2
A Coruna,2023-01,297240,2838,378750,2
A Coruna,2023-02,280590,2839,374631,2
A Coruna,2023-03,350475,3211,437972,2
A Coruna,2023-04,416452,3541,350216,2
A Coruna,2023-05,426822,3690,417536,2
A Coruna,2023-06,435151,3627,446165,2
A Coruna,2023-07,515682,4163,414422,2
A Coruna,2023-08,512764,4179,412934,2
A Coruna,2023-09,456375,3914,425137,2
A Coruna,2023-10,448976,3686,431134,2
A Coruna,2023-11,307499,2737,432477,2
A Coruna,2023-12,341443,2883,373872,2
A Coruna,2024-01,291570,2775,433317,2
A Coruna,2024-02,294835,2680,399559,2
A Coruna,2024-03,360428,2913,440413,2
A Coruna,2024-04,443360,3791,435485,2
A Coruna,2024-05,510988,4250,445871,2
A Coruna,2024-06,452324,3782,396638,2
A Coruna,2024-07,501364,4251,463021,2
A Coruna,2024-08,487798,3966,387639,2
A Coruna,2024-09,437557,3618,479797,2
A Coruna,2024-10,410916,3465,450246,2
A Coruna,2024-11,335732,3000,430630,2
A Coruna,2024-12,351217,2968,312864,2
Alava,2015-01,673,461,3355146,1
Alava,2015-02,192,518,3785808,1
Alava,2015-03,192,518,3785808,1
Alava,2015-04,1056,560,3623953,1
Alava,2015-05,1571,638,3798704,1
Alava,2015-06,432,602,4256652,1
Alava,2015-07,1051,704,4341266,1
Alava,2015-08,1781,555,3011807,1
Alava,2015-09,1149,631,3989208,1
Alava,2015-10,602,597,4335474,1
Alava,2015-11,1114,575,4385647,1
Alava,2015-12,1112,576,4372909,1
Alava,2016-01,1124,481,3705652,1
Alava,2016-02,668,524,4237707,1
Alava,2016-03,6124,571,4420533,1
Alava,2016-04,10663,639,4545002,1
Alava,2016-05,8363,643,4687996,1
Alava,2016-06,3950,644,4632629,1
Alava,2016-07,940,532,4352398,1
Alava,2016-08,1050,541,3649702,1
Alava,2016-09,1535,551,4481454,1
Alava,2016-10,721,508,4262913,1
Alava,2016-11,842,547,4693974,1
Alava,2016-12,922,512,4466059,1
Alava,2017-01,492,512,4389154,1
Alava,2017-02,454,461,4314050,1
Alava,2017-03,1666,660,5523791,1
Alava,2017-04,11051,637,4218345,1
Alava,2017-05,5968,665,5106336,1
Alava,2017-06,6376,737,5432992,1
Alava,2017-07,8390,775,5380326,1
Alava,2017-08,8534,852,4739104,1
Alava,2017-09,7428,776,5200841,1
Alava,2017-10,8149,779,5380521,1
Alava,2017-11,11878,820,5694796,1
Alava,2017-12,13875,761,5099098,1
Alava,2018-01,11885,797,5374753,1
Alava,2018-02,12083,752,4794557,1
Alava,2018-03,13905,757,5440238,1
Alava,2018-04,12017,806,5131992,1
Alava,2018-05,11528,822,5525864,1
Alava,2018-06,8738,783,5294052,1
Alava,2018-07,11631,817,5362116,1
Alava,2018-08,13548,823,4226141,1
Alava,2018-09,12124,832,4793403,1
Alava,2018-10,12950,917,5734466,1
Alava,2018-11,9400,901,5647750,1
Alava,2018-12,11094,748,4819983,1
Alava,2019-01,9891,776,5145427,1
Alava,2019-02,8873,814,4914607,1
Alava,2019-03,11525,892,5414557,1
Alava,2019-04,18424,817,4974087,1
Alava,2019-05,17569,951,5659079,1
Alava,2019-06,16220,1026,5416843,1
Alava,2019-07,17567,1131,6283417,1
Alava,2019-08,19576,969,4113193,1
Alava,2019-09,16056,872,5202906,1
Alava,2019-10,16406,994,6212633,1
Alava,2019-11,10507,772,5666863,1
Alava,2019-12,11410,784,5467061,1
Alava,2020-01,7473,799,5252000,1
Alava,2020-02,6652,842,4999479,1
Alava,2020-03,1719,702,5167162,1
Alava,2020-04,26,551,4006048,1
Alava,2020-05,105,588,4463868,1
Alava,2020-06,1559,808,5083731,1
Alava,2020-07,5847,1026,5746236,1
Alava,2020-08,9709,962,4454970,1
Alava,2020-09,3970,1010,5774202,1
Alava,2020-10,3476,1084,6381338,1
Alava,2020-11,1204,1028,6478152,1
Alava,2020-12,2017,917,6527330,1
Alava,2021-01,1809,809,5695057,1
Alava,2021-02,770,889,5585795,1
Alava,2021-03,1307,1021,6853585,1
Alava,2021-04,1056,940,5825390,1
Alava,2021-05,5048,1094,5775106,1
Alava,2021-06,12953,1174,6336746,1
Alava,2021-07,18203,1270,6021061,1
Alava,2021-08,19296,1061,4992991,1
Alava,2021-09,17080,1086,6204152,1
Alava,2021-10,20912,1194,6138500,1
Alava,2021-11,14985,1091,6861714,1
Alava,2021-12,14943,1052,6239084,1
Alava,2022-01,9255,1028,5451555,1
Alava,2022-02,13209,981,5791930,1
Alava,2022-03,14929,1062,6736082,1
Alava,2022-04,20682,1008,5591776,1
Alava,2022-05,23370,1249,6554416,1
Alava,2022-06,22134,1208,6630948,1
Alava,2022-07,25386,1264,6222073,1
Alava,2022-08,27174,1116,5423323,1
Alava,2022-09,19091,1135,6408865,1
Alava,2022-10,21156,1160,6248876,1
Alava,2022-11,19141,1114,6500577,1
Alava,2022-12,19834,1022,6072354,1
Alava,2023-01,18122,1004,5666348,1
Alava,2023-02,15727,1025,5712712,1
Alava,2023-03,18465,1178,6769845,1
Alava,2023-04,32058,1181,5168046,1
Alava,2023-05,32311,1274,6342974,1
Alava,2023-06,30143,1352,6458479,1
Alava,2023-07,34125,1436,5957337,1
Alava,2023-08,37039,1319,5352139,1
Alava,2023-09,30847,1205,6144533,1
Alava,2023-10,28198,1234,6198968,1
Alava,2023-11,14742,1043,6414363,1
Alava,2023-12,18152,936,5509140,1
Alava,2024-01,14602,1063,5963968,1
Alava,2024-02,12057,998,6050340,1
Alava,2024-03,17512,1020,5853492,1
Alava,2024-04,26990,1277,6116909,1
Alava,2024-05,26363,1258,6300869,1
Alava,2024-06,24400,1157,5542789,1
Alava,2024-07,27627,1379,6174868,1
Alava,2024-08,28070,1323,4869372,1
Alava,2024-09,25264,1205,5698972,1
Alava,2024-10,25731,1181,6339000,1
Alava,2024-11,16333,1058,5837691,1
Alava,2024-12,18920,938,5751792,1
Albacete,2015-01,182,46,0,1
Albacete,2015-02,14,8,0,1
Albacete,2015-03,14,8,0,1
Albacete,2015-04,35,7,0,1
Albacete,2015-05,26,9,0,1
Albacete,2015-06,106,21,0,1
Albacete,2015-07,58,22,0,1
Albacete,2015-08,56,20,0,1
Albacete,2015-09,29,15,0,1
Albacete,2015-10,259,84,0,1
Albacete,2015-11,247,67,0,1
Albacete,2015-12,120,39,0,1
Albacete,2016-01,189,46,0,1
Albacete,2016-02,209,61,0,1
Albacete,2016-03,42,15,0,1
Albacete,2016-04,30,11,0,1
Albacete,2016-05,11,6,0,1
Albacete,2016-06,72,28,0,1
Albacete,2016-07,66,22,0,1
Albacete,2016-08,17,12,0,1
Albacete,2016-09,46,21,0,1
Albacete,2016-10,199,71,0,1
Albacete,2016-11,235,70,0,1
Albacete,2016-12,161,45,0,1
Albacete,2017-01,183,45,0,1
Albacete,2017-02,177,60,0,1
Albacete,2017-03,35,14,0,1
Albacete,2017-04,17,11,0,1
Albacete,2017-05,44,21,0,1
Albacete,2017-06,87,29,0,1
Albacete,2017-07,44,22,0,1
Albacete,2017-08,60,14,0,1
Albacete,2017-09,76,26,0,1
Albacete,2017-10,264,65,0,1
Albacete,2017-11,287,91,0,1
Albacete,2017-12,106,32,0,1
Albacete,2018-01,190,49,0,1
Albacete,2018-02,232,73,0,1
Albacete,2018-03,26,11,0,1
Albacete,2018-04,48,25,0,1
Albacete,2018-05,49,18,0,1
Albacete,2018-06,37,18,0,1
Albacete,2018-07,24,10,0,1
Albacete,2018-08,19,12,0,1
Albacete,2018-09,34,13,0,1
Albacete,2018-10,290,84,0,1
Albacete,2018-11,235,75,0,1
Albacete,2018-12,111,35,0,1
Albacete,2019-01,203,69,0,1
Albacete,2019-02,220,56,0,1
Albacete,2019-03,46,28,0,1
Albacete,2019-04,48,27,0,1
Albacete,2019-05,167,42,0,1
Albacete,2019-06,266,39,0,1
Albacete,2019-07,54,28,0,1
Albacete,2019-08,41,20,0,1
Albacete,2019-09,75,42,0,1
Albacete,2019-10,224,91,0,1
Albacete,2019-11,179,69,0,1
Albacete,2019-12,93,50,0,1
Albacete,2020-01,174,58,0,1
Albacete,2020-02,147,50,0,1
Albacete,2020-03,16,8,0,1
Albacete,2020-04,2,2,0,1
Albacete,2020-05,22,16,0,1
Albacete,2020-06,420,19,0,1
Albacete,2020-07,468,17,0,1
Albacete,2020-08,2,4,0,1
Albacete,2020-09,190,28,0,1
Albacete,2020-10,95,12,0,1
Albacete,2020-11,318,28,0,1
Albacete,2020-12,350,42,0,1
Albacete,2021-01,183,14,0,1
Albacete,2021-02,294,44,0,1
Albacete,2021-03,237,87,0,1
Albacete,2021-04,83,30,0,1
Albacete,2021-05,108,66,0,1
Albacete,2021-06,22,76,0,1
Albacete,2021-07,2,110,0,1
Albacete,2021-08,5,84,0,1
Albacete,2021-09,92,72,0,1
Albacete,2021-10,145,112,0,1
Albacete,2021-11,105,108,0,1
Albacete,2021-12,106,62,0,1
Albacete,2022-01,56,63,0,1
Albacete,2022-02,163,138,0,1
Albacete,2022-03,45,39,0,1
Albacete,2022-04,75,84,0,1
Albacete,2022-05,25,114,0,1
Albacete,2022-06,159,72,0,1
Albacete,2022-07,39,82,0,1
Albacete,2022-08,22,88,0,1
Albacete,2022-09,46,76,0,1
Albacete,2022-10,106,94,0,1
Albacete,2022-11,84,66,0,1
Albacete,2022-12,37,32,0,1
Albacete,2023-01,71,71,0,1
Albacete,2023-02,146,83,0,1
Albacete,2023-03,43,52,0,1
Albacete,2023-04,230,54,0,1
Albacete,2023-05,300,40,0,1
Albacete,2023-06,56,40,0,1
Albacete,2023-07,31,42,0,1
Albacete,2023-08,442,86,0,1
Albacete,2023-09,47,70,0,1
Albacete,2023-10,54,61,0,1
Albacete,2023-11,114,56,0,1
Albacete,2023-12,1112,52,0,1
Albacete,2024-01,64,56,0,1
Albacete,2024-02,137,71,0,1
Albacete,2024-03,124,64,0,1
Albacete,2024-04,192,56,0,1
Albacete,2024-05,36,74,0,1
Albacete,2024-06,73,43,0,1
Albacete,2024-07,81,55,0,1
Albacete,2024-08,308,68,0,1
Albacete,2024-09,72,62,0,1
Albacete,2024-10,136,87,0,1
Albacete,2024-11,304,110,0,1
Albacete,2024-12,588,57,0,1
Alicante,2015-01,498596,3879,179583,1
Alicante,2015-02,669004,4737,218912,1
Alicante,2015-03,669004,4737,218912,1
Alicante,2015-04,924741,6506,242509,1
Alicante,2015-05,1014650,7089,243761,1
Alicante,2015-06,1073957,7392,254932,1
Alicante,2015-07,1250395,8341,379869,1
Alicante,2015-08,1260839,8353,274838,1
Alicante,2015-09,1097644,7300,351609,1
Alicante,2015-10,1027071,7036,393052,1
Alicante,2015-11,645520,4882,436019,1
Alicante,2015-12,609048,4847,432275,1
Alicante,2016-01,593149,4618,380707,1
Alicante,2016-02,610441,4496,472500,1
Alicante,2016-03,837094,5905,479231,1
Alicante,2016-04,1018755,7335,472657,1
Alicante,2016-05,1136255,7940,539134,1
Alicante,2016-06,1242372,8634,533976,1
Alicante,2016-07,1463623,9914,395089,1
Alicante,2016-08,1447343,9697,376742,1
Alicante,2016-09,1295675,8737,439483,1
Alicante,2016-10,1227162,8434,460463,1
Alicante,2016-11,772856,5811,459409,1
Alicante,2016-12,700220,5595,452068,1
Alicante,2017-01,684967,5524,455447,1
Alicante,2017-02,687107,5245,534987,1
Alicante,2017-03,907603,6432,654147,1
Alicante,2017-04,1229387,8426,538764,1
Alicante,2017-05,1288038,9031,652938,1
Alicante,2017-06,1402226,9598,622407,1
Alicante,2017-07,1632872,10682,350438,1
Alicante,2017-08,1616177,10525,279390,1
Alicante,2017-09,1437449,9391,294393,1
Alicante,2017-10,1279291,8770,323092,1
Alicante,2017-11,801411,5904,334266,1
Alicante,2017-12,746535,5795,325693,1
Alicante,2018-01,705773,5376,345158,1
Alicante,2018-02,711893,5181,283226,1
Alicante,2018-03,957857,6735,330443,1
Alicante,2018-04,1223012,8458,367736,1
Alicante,2018-05,1307789,8944,342911,1
Alicante,2018-06,1414301,9473,334589,1
Alicante,2018-07,1598795,10495,342636,1
Alicante,2018-08,1562129,10350,289965,1
Alicante,2018-09,1431169,9560,297354,1
Alicante,2018-10,1349587,9204,399936,1
Alicante,2018-11,891748,6638,358637,1
Alicante,2018-12,827638,6321,321289,1
Alicante,2019-01,784938,6012,312453,1
Alicante,2019-02,782721,5645,269220,1
Alicante,2019-03,996439,6768,334603,1
Alicante,2019-04,1341713,9073,344101,1
Alicante,2019-05,1402153,9496,345459,1
Alicante,2019-06,1538176,10049,322747,1
Alicante,2019-07,1721603,11068,391623,1
Alicante,2019-08,1692011,10757,270094,1
Alicante,2019-09,1552541,10037,337014,1
Alicante,2019-10,1427711,9435,399715,1
Alicante,2019-11,934609,6673,347149,1
Alicante,2019-12,873625,6397,358122,1
Alicante,2020-01,743713,5409,306472,1
Alicante,2020-02,847526,5947,298043,1
Alicante,2020-03,473098,4402,283765,1
Alicante,2020-04,2378,208,201921,1
Alicante,2020-05,3546,234,264877,1
Alicante,2020-06,28739,537,290592,1
Alicante,2020-07,422857,4309,320949,1
Alicante,2020-08,480778,5810,248366,1
Alicante,2020-09,256993,3862,296846,1
Alicante,2020-10,241178,3025,310181,1
Alicante,2020-11,112618,1602,328377,1
Alicante,2020-12,126143,1808,369744,1
Alicante,2021-01,77325,1301,269861,1
Alicante,2021-02,37703,685,261070,1
Alicante,2021-03,61938,931,330317,1
Alicante,2021-04,108379,1542,318875,1
Alicante,2021-05,219839,2378,322540,1
Alicante,2021-06,405799,4255,336083,1
Alicante,2021-07,748456,6713,364579,1
Alicante,2021-08,938204,7828,289662,1
Alicante,2021-09,909985,7422,340821,1
Alicante,2021-10,1070617,7721,349076,1
Alicante,2021-11,704493,5382,401529,1
Alicante,2021-12,558406,5347,400074,1
Alicante,2022-01,473295,4248,341185,1
Alicante,2022-02,583631,4342,316051,1
Alicante,2022-03,830817,5892,387745,1
Alicante,2022-04,1201829,8421,360458,1
Alicante,2022-05,1271685,8776,401529,1
Alicante,2022-06,1345712,8846,431147,1
Alicante,2022-07,1520302,9785,425432,1
Alicante,2022-08,1512301,9795,378917,1
Alicante,2022-09,1357557,8679,379506,1
Alicante,2022-10,1355308,9047,392020,1
Alicante,2022-11,905852,6236,413292,1
Alicante,2022-12,848141,6044,413514,1
Alicante,2023-01,795148,5443,370570,1
Alicante,2023-02,790766,5261,336064,1
Alicante,2023-03,1045004,6800,392028,1
Alicante,2023-04,1435274,9252,313155,1
Alicante,2023-05,1500278,9619,399567,1
Alicante,2023-06,1506012,9454,408620,1
Alicante,2023-07,1713088,10584,378449,1
Alicante,2023-08,1702139,10468,320581,1
Alicante,2023-09,1562661,9625,399639,1
Alicante,2023-10,1586073,9939,387253,1
Alicante,2023-11,1069710,6963,385593,1
Alicante,2023-12,1041546,7139,369985,1
Alicante,2024-01,958088,6468,373279,1
Alicante,2024-02,1002310,6371,320611,1
Alicante,2024-03,1267883,7890,343495,1
Alicante,2024-04,1591490,10100,370772,1
Alicante,2024-05,1749645,11019,374960,1
Alicante,2024-06,1772876,10953,348876,1
Alicante,2024-07,1989663,12139,373886,1
Alicante,2024-08,1962325,11948,299621,1
Alicante,2024-09,1801340,11171,326771,1
Alicante,2024-10,1797457,11243,363392,1
Alicante,2024-11,1279116,8566,377456,1
Alicante,2024-12,1216350,8402,374798,1
Almeria,2015-01,24992,568,647,1
Almeria,2015-02,50025,714,536,1
Almeria,2015-03,50025,714,536,1
Almeria,2015-04,61172,881,412,1
Almeria,2015-05,63521,979,1213,1
Almeria,2015-06,74768,1036,434,1
Almeria,2015-07,89484,1099,295,1
Almeria,2015-08,87819,1020,326,1
Almeria,2015-09,78671,1007,52,1
Almeria,2015-10,64122,1019,428,1
Almeria,2015-11,33605,730,318,1
Almeria,2015-12,30080,638,14313,1
Almeria,2016-01,30159,593,290,1
Almeria,2016-02,48325,765,216,1
Almeria,2016-03,71431,876,316,1
Almeria,2016-04,78829,1037,30063,1
Almeria,2016-05,87007,1191,0,1
Almeria,2016-06,100674,1141,124,1
Almeria,2016-07,118562,1272,380,1
Almeria,2016-08,117181,1171,32,1
Almeria,2016-09,104446,1194,580,1
Almeria,2016-10,82335,1026,72,1
Almeria,2016-11,43363,808,4,1
Almeria,2016-12,38017,664,41,1
Almeria,2017-01,34759,626,32,1
Almeria,2017-02,39146,648,20,1
Almeria,2017-03,65471,894,9,1
Almeria,2017-04,80984,1028,99,1
Almeria,2017-05,102482,1258,0,1
Almeria,2017-06,125811,1409,127,1
Almeria,2017-07,135671,1414,8,1
Almeria,2017-08,136234,1258,35,1
Almeria,2017-09,123856,1302,1692,1
Almeria,2017-10,91990,1125,19,1
Almeria,2017-11,37964,683,0,1
Almeria,2017-12,33078,574,0,1
Almeria,2018-01,30349,551,5,1
Almeria,2018-02,34835,612,0,1
Almeria,2018-03,58208,873,0,1
Almeria,2018-04,72521,946,1255,1
Almeria,2018-05,105858,1244,253,1
Almeria,2018-06,127634,1282,0,1
Almeria,2018-07,135477,1339,0,1
Almeria,2018-08,128648,1259,0,1
Almeria,2018-09,127493,1238,7546,1
Almeria,2018-10,94989,1208,0,1
Almeria,2018-11,38841,741,0,1
Almeria,2018-12,37139,653,0,1
Almeria,2019-01,34176,640,0,1
Almeria,2019-02,38125,677,62,1
Almeria,2019-03,55031,819,0,1
Almeria,2019-04,77921,974,0,1
Almeria,2019-05,102299,1144,0,1
Almeria,2019-06,124789,1234,125,1
Almeria,2019-07,134061,1355,0,1
Almeria,2019-08,127722,1120,0,1
Almeria,2019-09,122069,1232,0,1
Almeria,2019-10,87310,1126,0,1
Almeria,2019-11,40808,830,0,1
Almeria,2019-12,35095,626,0,1
Almeria,2020-01,31846,619,0,1
Almeria,2020-02,39343,791,0,1
Almeria,2020-03,20776,472,0,1
Almeria,2020-04,234,76,0,1
Almeria,2020-05,480,99,0,1
Almeria,2020-06,1009,168,0,1
Almeria,2020-07,22856,610,0,1
Almeria,2020-08,26566,662,0,1
Almeria,2020-09,19161,652,0,1
Almeria,2020-10,16474,656,0,1
Almeria,2020-11,9569,592,0,1
Almeria,2020-12,12097,492,0,1
Almeria,2021-01,8852,459,0,1
Almeria,2021-02,7640,457,5,1
Almeria,2021-03,9985,593,0,1
Almeria,2021-04,9500,493,0,1
Almeria,2021-05,14904,519,0,1
Almeria,2021-06,23866,787,0,1
Almeria,2021-07,41705,989,0,1
Almeria,2021-08,52387,852,0,1
Almeria,2021-09,50711,817,0,1
Almeria,2021-10,50047,801,0,1
Almeria,2021-11,23827,599,6,1
Almeria,2021-12,24085,523,0,1
Almeria,2022-01,17240,475,0,1
Almeria,2022-02,19237,570,0,1
Almeria,2022-03,30024,653,40,1
Almeria,2022-04,64144,1058,0,1
Almeria,2022-05,76054,1154,0,1
Almeria,2022-06,84435,1218,0,1
Almeria,2022-07,93446,1301,0,1
Almeria,2022-08,95055,1067,0,1
Almeria,2022-09,89132,1057,0,1
Almeria,2022-10,77175,1106,55,1
Almeria,2022-11,29483,828,0,1
Almeria,2022-12,27955,558,0,1
Almeria,2023-01,25565,788,0,1
Almeria,2023-02,29234,695,0,1
Almeria,2023-03,37636,935,34,1
Almeria,2023-04,66810,1055,0,1
Almeria,2023-05,86342,1113,12,1
Almeria,2023-06,87160,1097,0,1
Almeria,2023-07,98445,1218,0,1
Almeria,2023-08,102466,1143,0,1
Almeria,2023-09,88218,1168,0,1
Almeria,2023-10,80835,1059,0,1
Almeria,2023-11,36827,824,0,1
Almeria,2023-12,35847,722,0,1
Almeria,2024-01,34185,712,0,1
Almeria,2024-02,45587,870,0,1
Almeria,2024-03,53700,989,0,1
Almeria,2024-04,70144,1076,0,1
Almeria,2024-05,78299,1171,0,1
Almeria,2024-06,88044,1276,0,1
Almeria,2024-07,92523,1213,45,1
Almeria,2024-08,94708,1070,0,1
Almeria,2024-09,84694,1114,0,1
Almeria,2024-10,69563,1065,0,1
Almeria,2024-11,38732,885,0,1
Almeria,2024-12,36752,813,0,1
Asturias,2015-01,61476,630,3908,1
Asturias,2015-02,86583,780,4717,1
Asturias,2015-03,86583,780,4717,1
Asturias,2015-04,92221,850,2342,1
Asturias,2015-05,91807,895,8351,1
Asturias,2015-06,107506,989,3622,1
Asturias,2015-07,127838,1254,4318,1
Asturias,2015-08,126298,1220,4616,1
Asturias,2015-09,112945,1057,10027,1
Asturias,2015-10,90308,854,8141,1
Asturias,2015-11,73177,705,2802,1
Asturias,2015-12,86544,905,5272,1
Asturias,2016-01,70804,747,4290,1
Asturias,2016-02,71311,662,2820,1
Asturias,2016-03,96898,879,6002,1
Asturias,2016-04,101312,948,2804,1
Asturias,2016-05,110610,1031,4521,1
Asturias,2016-06,122297,1093,5546,1
Asturias,2016-07,142888,1324,3398,1
Asturias,2016-08,142147,1363,6300,1
Asturias,2016-09,125618,1121,3336,1
Asturias,2016-10,104315,994,5646,1
Asturias,2016-11,95123,840,4680,1
Asturias,2016-12,98656,926,4295,1
Asturias,2017-01,83039,818,4616,1
Asturias,2017-02,81732,779,4431,1
Asturias,2017-03,110483,1002,4622,1
Asturias,2017-04,118342,1104,2447,1
Asturias,2017-05,116148,1091,3911,1
Asturias,2017-06,136435,1194,1271,1
Asturias,2017-07,152956,1495,2192,1
Asturias,2017-08,151730,1365,3285,1
Asturias,2017-09,133428,1200,1249,1
Asturias,2017-10,110868,1045,1714,1
Asturias,2017-11,106301,932,1360,1
Asturias,2017-12,105755,980,1762,1
Asturias,2018-01,91015,820,2652,1
Asturias,2018-02,87405,783,1615,1
Asturias,2018-03,109414,929,5237,1
Asturias,2018-04,118997,1040,1723,1
Asturias,2018-05,119882,1105,2030,1
Asturias,2018-06,135735,1173,923,1
Asturias,2018-07,153912,1426,1073,1
Asturias,2018-08,148107,1329,1773,1
Asturias,2018-09,136217,1260,1759,1
Asturias,2018-10,114925,1071,1427,1
Asturias,2018-11,96716,783,9411,1
Asturias,2018-12,88113,725,3415,1
Asturias,2019-01,81601,702,1241,1
Asturias,2019-02,79872,709,4495,1
Asturias,2019-03,110794,1080,5083,1
Asturias,2019-04,118715,1125,2771,1
Asturias,2019-05,120179,1165,2800,1
Asturias,2019-06,136301,1226,2429,1
Asturias,2019-07,157568,1533,2167,1
Asturias,2019-08,144499,1325,1189,1
Asturias,2019-09,140959,1303,1515,1
Asturias,2019-10,120169,1238,2429,1
Asturias,2019-11,103823,966,1139,1
Asturias,2019-12,103432,1034,1280,1
Asturias,2020-01,92699,946,3367,1
Asturias,2020-02,95333,894,3424,1
Asturias,2020-03,40699,549,1678,1
Asturias,2020-04,210,35,1018,1
Asturias,2020-05,210,27,12,1
Asturias,2020-06,2947,91,0,1
Asturias,2020-07,53139,740,698,1
Asturias,2020-08,81804,956,295,1
Asturias,2020-09,58605,689,66,1
Asturias,2020-10,37518,554,239,1
Asturias,2020-11,10458,281,247,1
Asturias,2020-12,25330,434,8689,1
Asturias,2021-01,17747,316,1767,1
Asturias,2021-02,11181,270,169,1
Asturias,2021-03,14950,316,79,1
Asturias,2021-04,11673,222,106,1
Asturias,2021-05,32676,435,425,1
Asturias,2021-06,77274,731,585,1
Asturias,2021-07,122714,1108,380,1
Asturias,2021-08,137849,1148,402,1
Asturias,2021-09,117646,963,981,1
Asturias,2021-10,110182,961,45,1
Asturias,2021-11,85061,730,1606,1
Asturias,2021-12,92838,864,760,1
Asturias,2022-01,63055,691,748,1
Asturias,2022-02,65613,579,758,1
Asturias,2022-03,86389,729,825,1
Asturias,2022-04,111968,1000,1296,1
Asturias,2022-05,125754,1102,796,1
Asturias,2022-06,140924,1169,848,1
Asturias,2022-07,162492,1343,699,1
