date,country,region_code,region_name,holiday_name,scope
2018-08-15,ES,RI,La Rioja,Asunción de la Virgen,national
2018-08-15,ES,VC,Comunitat Valenciana,Asunción de la Virgen,national
2018-08-22,ES,CE,Ceuta,Fiesta del Sacrificio-Eidul Adha,regional
2018-08-22,ES,ML,Melilla,Fiesta del Sacrificio-Aid Al Adha,regional
2018-09-08,ES,AS,Asturias,Día de Asturias,regional
2018-09-08,ES,EX,Extremadura,Día de Extremadura,regional
2018-09-08,ES,ML,Melilla,Día de Nuestra Señora la Virgen de la Victoria,regional
2018-09-11,ES,CT,Cataluna,Fiesta Nacional de Cataluña,regional
2018-09-15,ES,CB,Cantabria,La Bien Aparecida,regional
2018-09-17,ES,ML,Melilla,Día de Melilla,regional
2018-10-09,ES,VC,Comunitat Valenciana,Día de la Comunidad Valenciana,regional
2018-10-12,ES,AN,Andalucia,Fiesta Nacional de España,national
2018-10-12,ES,AR,Aragon,Fiesta Nacional de España,national
2018-10-12,ES,AS,Asturias,Fiesta Nacional de España,national
2018-10-12,ES,CB,Cantabria,Fiesta Nacional de España,national
2018-10-12,ES,CE,Ceuta,Fiesta Nacional de España,national
2018-10-12,ES,CL,Castilla y Leon,Fiesta Nacional de España,national
2018-10-12,ES,CM,Castilla-La Mancha,Fiesta Nacional de España,national
2018-10-12,ES,CN,Canarias,Fiesta Nacional de España,national
2018-10-12,ES,CT,Cataluna,Fiesta Nacional de España,national
2018-10-12,ES,ES,Espana,Fiesta Nacional de España,national
2018-10-12,ES,EX,Extremadura,Fiesta Nacional de España,national
2018-10-12,ES,GA,Galicia,Fiesta Nacional de España,national
2018-10-12,ES,IB,Illes Balears,Fiesta Nacional de España,national
2018-10-12,ES,MC,Murcia,Fiesta Nacional de España,national
2018-10-12,ES,MD,Madrid,Fiesta Nacional de España,national
2018-10-12,ES,ML,Melilla,Fiesta Nacional de España,national
2018-10-12,ES,NC,Navarra,Fiesta Nacional de España,national
2018-10-12,ES,PV,Pais Vasco,Fiesta Nacional de España,national
2018-10-12,ES,RI,La Rioja,Fiesta Nacional de España,national
2018-10-12,ES,VC,Comunitat Valenciana,Fiesta Nacional de España,national
2018-11-01,ES,AN,Andalucia,Todos los Santos,national
2018-11-01,ES,AR,Aragon,Todos los Santos,national
2018-11-01,ES,AS,Asturias,Todos los Santos,national
2018-11-01,ES,CB,Cantabria,Todos los Santos,national
2018-11-01,ES,CE,Ceuta,Todos los Santos,national
2018-11-01,ES,CL,Castilla y Leon,Todos los Santos,national
2018-11-01,ES,CM,Castilla-La Mancha,Todos los Santos,national
2018-11-01,ES,CN,Canarias,Todos los Santos,national
2018-11-01,ES,CT,Cataluna,Todos los Santos,national
2018-11-01,ES,ES,Espana,Todos los Santos,national
2018-11-01,ES,EX,Extremadura,Todos los Santos,national
2018-11-01,ES,GA,Galicia,Todos los Santos,national
2018-11-01,ES,IB,Illes Balears,Todos los Santos,national
2018-11-01,ES,MC,Murcia,Todos los Santos,national
2018-11-01,ES,MD,Madrid,Todos los Santos,national
2018-11-01,ES,ML,Melilla,Todos los Santos,national
2018-11-01,ES,NC,Navarra,Todos los Santos,national
2018-11-01,ES,PV,Pais Vasco,Todos los Santos,national
2018-11-01,ES,RI,La Rioja,Todos los Santos,national
2018-11-01,ES,VC,Comunitat Valenciana,Todos los Santos,national
2018-12-03,ES,NC,Navarra,San Francisco Javier,regional
2018-12-06,ES,AN,Andalucia,Día de la Constitución Española,national
2018-12-06,ES,AR,Aragon,Día de la Constitución Española,national
2018-12-06,ES,AS,Asturias,Día de la Constitución Española,national
2018-12-06,ES,CB,Cantabria,Día de la Constitución Española,national
2018-12-06,ES,CE,Ceuta,Día de la Constitución Española,national
2018-12-06,ES,CL,Castilla y Leon,Día de la Constitución Española,national
2018-12-06,ES,CM,Castilla-La Mancha,Día de la Constitución Española,national
2018-12-06,ES,CN,Canarias,Día de la Constitución Española,national
2018-12-06,ES,CT,Cataluna,Día de la Constitución Española,national
2018-12-06,ES,ES,Espana,Día de la Constitución Española,national
2018-12-06,ES,EX,Extremadura,Día de la Constitución Española,national
2018-12-06,ES,GA,Galicia,Día de la Constitución Española,national
2018-12-06,ES,IB,Illes Balears,Día de la Constitución Española,national
2018-12-06,ES,MC,Murcia,Día de la Constitución Española,national
2018-12-06,ES,MD,Madrid,Día de la Constitución Española,national
2018-12-06,ES,ML,Melilla,Día de la Constitución Española,national
2018-12-06,ES,NC,Navarra,Día de la Constitución Española,national
2018-12-06,ES,PV,Pais Vasco,Día de la Constitución Española,national
2018-12-06,ES,RI,La Rioja,Día de la Constitución Española,national
2018-12-06,ES,VC,Comunitat Valenciana,Día de la Constitución Española,national
2018-12-08,ES,AN,Andalucia,Inmaculada Concepción,national
2018-12-08,ES,AR,Aragon,Inmaculada Concepción,national
2018-12-08,ES,AS,Asturias,Inmaculada Concepción,national
2018-12-08,ES,CB,Cantabria,Inmaculada Concepción,national
2018-12-08,ES,CE,Ceuta,Inmaculada Concepción,national
2018-12-08,ES,CL,Castilla y Leon,Inmaculada Concepción,national
2018-12-08,ES,CM,Castilla-La Mancha,Inmaculada Concepción,national
2018-12-08,ES,CN,Canarias,Inmaculada Concepción,national
2018-12-08,ES,CT,Cataluna,Inmaculada Concepción,national
2018-12-08,ES,ES,Espana,Inmaculada Concepción,national
2018-12-08,ES,EX,Extremadura,Inmaculada Concepción,national
2018-12-08,ES,GA,Galicia,Inmaculada Concepción,national
2018-12-08,ES,IB,Illes Balears,Inmaculada Concepción,national
2018-12-08,ES,MC,Murcia,Inmaculada Concepción,national
2018-12-08,ES,MD,Madrid,Inmaculada Concepción,national
2018-12-08,ES,ML,Melilla,Inmaculada Concepción,national
2018-12-08,ES,NC,Navarra,Inmaculada Concepción,national
2018-12-08,ES,PV,Pais Vasco,Inmaculada Concepción,national
2018-12-08,ES,RI,La Rioja,Inmaculada Concepción,national
2018-12-08,ES,VC,Comunitat Valenciana,Inmaculada Concepción,national
2018-12-25,ES,AN,Andalucia,Natividad del Señor,national
2018-12-25,ES,AR,Aragon,Natividad del Señor,national
2018-12-25,ES,AS,Asturias,Natividad del Señor,national
2018-12-25,ES,CB,Cantabria,Natividad del Señor,national
2018-12-25,ES,CE,Ceuta,Natividad del Señor,national
2018-12-25,ES,CL,Castilla y Leon,Natividad del Señor,national
2018-12-25,ES,CM,Castilla-La Mancha,Natividad del Señor,national
2018-12-25,ES,CN,Canarias,Natividad del Señor,national
2018-12-25,ES,CT,Cataluna,Natividad del Señor,national
2018-12-25,ES,ES,Espana,Natividad del Señor,national
2018-12-25,ES,EX,Extremadura,Natividad del Señor,national
2018-12-25,ES,GA,Galicia,Natividad del Señor,national
2018-12-25,ES,IB,Illes Balears,Natividad del Señor,national
2018-12-25,ES,MC,Murcia,Natividad del Señor,national
2018-12-25,ES,MD,Madrid,Natividad del Señor,national
2018-12-25,ES,ML,Melilla,Natividad del Señor,national
2018-12-25,ES,NC,Navarra,Natividad del Señor,national
2018-12-25,ES,PV,Pais Vasco,Natividad del Señor,national
2018-12-25,ES,RI,La Rioja,Natividad del Señor,national
2018-12-25,ES,VC,Comunitat Valenciana,Natividad del Señor,national
2018-12-26,ES,CT,Cataluna,San Esteban,regional
2019-01-01,ES,AN,Andalucia,Año Nuevo,national
2019-01-01,ES,AR,Aragon,Año Nuevo,national
2019-01-01,ES,AS,Asturias,Año Nuevo,national
2019-01-01,ES,CB,Cantabria,Año Nuevo,national
2019-01-01,ES,CE,Ceuta,Año Nuevo,national
2019-01-01,ES,CL,Castilla y Leon,Año Nuevo,national
2019-01-01,ES,CM,Castilla-La Mancha,Año Nuevo,national
2019-01-01,ES,CN,Canarias,Año Nuevo,national
2019-01-01,ES,CT,Cataluna,Año Nuevo,national
2019-01-01,ES,ES,Espana,Año Nuevo,national
2019-01-01,ES,EX,Extremadura,Año Nuevo,national
2019-01-01,ES,GA,Galicia,Año Nuevo,national
2019-01-01,ES,IB,Illes Balears,Año Nuevo,national
2019-01-01,ES,MC,Murcia,Año Nuevo,national
2019-01-01,ES,MD,Madrid,Año Nuevo,national
2019-01-01,ES,ML,Melilla,Año Nuevo,national
2019-01-01,ES,NC,Navarra,Año Nuevo,national
2019-01-01,ES,PV,Pais Vasco,Año Nuevo,national
2019-01-01,ES,RI,La Rioja,Año Nuevo,national
2019-01-01,ES,VC,Comunitat Valenciana,Año Nuevo,national
2019-01-07,ES,AN,Andalucia,Lunes siguiente a Epifanía del Señor,regional
2019-01-07,ES,AR,Aragon,Lunes siguiente a Epifanía del Señor,regional
2019-01-07,ES,AS,Asturias,Lunes siguiente a Epifanía del Señor,regional
2019-01-07,ES,CE,Ceuta,Lunes siguiente a Epifanía del Señor,regional
2019-01-07,ES,CL,Castilla y Leon,Lunes siguiente a Epifanía del Señor,regional
2019-01-07,ES,CN,Canarias,Lunes siguiente a Epifanía del Señor,regional
2019-01-07,ES,EX,Extremadura,Lunes siguiente a Epifanía del Señor,regional
2019-01-07,ES,MC,Murcia,Lunes siguiente a Epifanía del Señor,regional
2019-01-07,ES,MD,Madrid,Lunes siguiente a Epifanía del Señor,regional
2019-01-07,ES,ML,Melilla,Lunes siguiente a Epifanía del Señor,regional
2019-01-07,ES,NC,Navarra,Lunes siguiente a Epifanía del Señor,regional
2019-02-28,ES,AN,Andalucia,Día de Andalucía,regional
2019-03-01,ES,IB,Illes Balears,Día de las Islas Baleares,regional
2019-03-19,ES,GA,Galicia,San José,regional
2019-03-19,ES,MC,Murcia,San José,regional
2019-03-19,ES,NC,Navarra,San José,regional
2019-03-19,ES,PV,Pais Vasco,San José,regional
2019-03-19,ES,VC,Comunitat Valenciana,San José,regional
2019-04-18,ES,AN,Andalucia,Jueves Santo,regional
2019-04-18,ES,AR,Aragon,Jueves Santo,regional
2019-04-18,ES,AS,Asturias,Jueves Santo,regional
2019-04-18,ES,CB,Cantabria,Jueves Santo,regional
2019-04-18,ES,CE,Ceuta,Jueves Santo,regional
2019-04-18,ES,CL,Castilla y Leon,Jueves Santo,regional
2019-04-18,ES,CM,Castilla-La Mancha,Jueves Santo,regional
2019-04-18,ES,CN,Canarias,Jueves Santo,regional
2019-04-18,ES,EX,Extremadura,Jueves Santo,regional
2019-04-18,ES,GA,Galicia,Jueves Santo,regional
2019-04-18,ES,IB,Illes Balears,Jueves Santo,regional
2019-04-18,ES,MC,Murcia,Jueves Santo,regional
2019-04-18,ES,MD,Madrid,Jueves Santo,regional
2019-04-18,ES,ML,Melilla,Jueves Santo,regional
2019-04-18,ES,NC,Navarra,Jueves Santo,regional
2019-04-18,ES,PV,Pais Vasco,Jueves Santo,regional
2019-04-18,ES,RI,La Rioja,Jueves Santo,regional
2019-04-19,ES,AN,Andalucia,Viernes Santo,national
2019-04-19,ES,AR,Aragon,Viernes Santo,national
2019-04-19,ES,AS,Asturias,Viernes Santo,national
2019-04-19,ES,CB,Cantabria,Viernes Santo,national
2019-04-19,ES,CE,Ceuta,Viernes Santo,national
2019-04-19,ES,CL,Castilla y Leon,Viernes Santo,national
2019-04-19,ES,CM,Castilla-La Mancha,Viernes Santo,national
2019-04-19,ES,CN,Canarias,Viernes Santo,national
2019-04-19,ES,CT,Cataluna,Viernes Santo,national
2019-04-19,ES,ES,Espana,Viernes Santo,national
2019-04-19,ES,EX,Extremadura,Viernes Santo,national
2019-04-19,ES,GA,Galicia,Viernes Santo,national
2019-04-19,ES,IB,Illes Balears,Viernes Santo,national
2019-04-19,ES,MC,Murcia,Viernes Santo,national
2019-04-19,ES,MD,Madrid,Viernes Santo,national
2019-04-19,ES,ML,Melilla,Viernes Santo,national
2019-04-19,ES,NC,Navarra,Viernes Santo,national
2019-04-19,ES,PV,Pais Vasco,Viernes Santo,national
2019-04-19,ES,RI,La Rioja,Viernes Santo,national
2019-04-19,ES,VC,Comunitat Valenciana,Viernes Santo,national
2019-04-22,ES,CB,Cantabria,Lunes de Pascua,regional
2019-04-22,ES,CM,Castilla-La Mancha,Lunes de Pascua,regional
2019-04-22,ES,CT,Cataluna,Lunes de Pascua,regional
2019-04-22,ES,IB,Illes Balears,Lunes de Pascua,regional
2019-04-22,ES,NC,Navarra,Lunes de Pascua,regional
2019-04-22,ES,PV,Pais Vasco,Lunes de Pascua,regional
2019-04-22,ES,RI,La Rioja,Lunes de Pascua,regional
2019-04-22,ES,VC,Comunitat Valenciana,Lunes de Pascua,regional
2019-04-23,ES,AR,Aragon,Día de San Jorge,regional
2019-04-23,ES,CL,Castilla y Leon,Fiesta de Castilla y León,regional
2019-05-01,ES,AN,Andalucia,Fiesta del Trabajo,national
2019-05-01,ES,AR,Aragon,Fiesta del Trabajo,national
2019-05-01,ES,AS,Asturias,Fiesta del Trabajo,national
2019-05-01,ES,CB,Cantabria,Fiesta del Trabajo,national
2019-05-01,ES,CE,Ceuta,Fiesta del Trabajo,national
2019-05-01,ES,CL,Castilla y Leon,Fiesta del Trabajo,national
2019-05-01,ES,CM,Castilla-La Mancha,Fiesta del Trabajo,national
2019-05-01,ES,CN,Canarias,Fiesta del Trabajo,national
2019-05-01,ES,CT,Cataluna,Fiesta del Trabajo,national
2019-05-01,ES,ES,Espana,Fiesta del Trabajo,national
2019-05-01,ES,EX,Extremadura,Fiesta del Trabajo,national
2019-05-01,ES,GA,Galicia,Fiesta del Trabajo,national
2019-05-01,ES,IB,Illes Balears,Fiesta del Trabajo,national
2019-05-01,ES,MC,Murcia,Fiesta del Trabajo,national
2019-05-01,ES,MD,Madrid,Fiesta del Trabajo,national
2019-05-01,ES,ML,Melilla,Fiesta del Trabajo,national
2019-05-01,ES,NC,Navarra,Fiesta del Trabajo,national
2019-05-01,ES,PV,Pais Vasco,Fiesta del Trabajo,national
2019-05-01,ES,RI,La Rioja,Fiesta del Trabajo,national
2019-05-01,ES,VC,Comunitat Valenciana,Fiesta del Trabajo,national
2019-05-02,ES,MD,Madrid,Fiesta de la Comunidad de Madrid,regional
2019-05-17,ES,GA,Galicia,Día de las Letras Gallegas,regional
2019-05-30,ES,CN,Canarias,Día de Canarias,regional
2019-05-31,ES,CM,Castilla-La Mancha,Día de Castilla-La Mancha,regional
2019-06-10,ES,MC,Murcia,Lunes siguiente a Día de la Región de Murcia,regional
2019-06-10,ES,RI,La Rioja,Lunes siguiente a Día de La Rioja,regional
2019-06-13,ES,CE,Ceuta,San Antonio,regional
2019-06-20,ES,CM,Castilla-La Mancha,Corpus Christi,regional
2019-06-24,ES,CT,Cataluna,San Juan,regional
2019-06-24,ES,VC,Comunitat Valenciana,San Juan,regional
2019-07-25,ES,CB,Cantabria,Santiago Apóstol,regional
2019-07-25,ES,GA,Galicia,Día Nacional de Galicia,regional
2019-07-25,ES,PV,Pais Vasco,Santiago Apóstol,regional
2019-08-12,ES,CE,Ceuta,Fiesta del Sacrificio-Eidul Adha,regional
2019-08-12,ES,ML,Melilla,Fiesta del Sacrificio-Aid Al Adha,regional
2019-08-15,ES,AN,Andalucia,Asunción de la Virgen,national
2019-08-15,ES,AR,Aragon,Asunción de la Virgen,national
2019-08-15,ES,AS,Asturias,Asunción de la Virgen,national
2019-08-15,ES,CB,Cantabria,Asunción de la Virgen,national
2019-08-15,ES,CE,Ceuta,Asunción de la Virgen,national
2019-08-15,ES,CL,Castilla y Leon,Asunción de la Virgen,national
2019-08-15,ES,CM,Castilla-La Mancha,Asunción de la Virgen,national
2019-08-15,ES,CN,Canarias,Asunción de la Virgen,national
2019-08-15,ES,CT,Cataluna,Asunción de la Virgen,national
2019-08-15,ES,ES,Espana,Asunción de la Virgen,national
2019-08-15,ES,EX,Extremadura,Asunción de la Virgen,national
2019-08-15,ES,GA,Galicia,Asunción de la Virgen,national
2019-08-15,ES,IB,Illes Balears,Asunción de la Virgen,national
2019-08-15,ES,MC,Murcia,Asunción de la Virgen,national
2019-08-15,ES,MD,Madrid,Asunción de la Virgen,national
2019-08-15,ES,ML,Melilla,Asunción de la Virgen,national
2019-08-15,ES,NC,Navarra,Asunción de la Virgen,national
2019-08-15,ES,PV,Pais Vasco,Asunción de la Virgen,national
2019-08-15,ES,RI,La Rioja,Asunción de la Virgen,national
2019-08-15,ES,VC,Comunitat Valenciana,Asunción de la Virgen,national
2019-09-02,ES,CE,Ceuta,Día de Ceuta,regional
2019-09-09,ES,AS,Asturias,Lunes siguiente a Día de Asturias,regional
2019-09-09,ES,EX,Extremadura,Lunes siguiente a Día de Extremadura,regional
2019-09-09,ES,ML,Melilla,Lunes siguiente a Día de Nuestra Señora la Virgen de la Victoria,regional
2019-09-11,ES,CT,Cataluna,Fiesta Nacional de Cataluña,regional
2019-09-17,ES,ML,Melilla,Día de Melilla,regional
2019-10-09,ES,VC,Comunitat Valenciana,Día de la Comunidad Valenciana,regional
2019-10-12,ES,AN,Andalucia,Fiesta Nacional de España,national
2019-10-12,ES,AR,Aragon,Fiesta Nacional de España,national
2019-10-12,ES,AS,Asturias,Fiesta Nacional de España,national
2019-10-12,ES,CB,Cantabria,Fiesta Nacional de España,national
2019-10-12,ES,CE,Ceuta,Fiesta Nacional de España,national
2019-10-12,ES,CL,Castilla y Leon,Fiesta Nacional de España,national
2019-10-12,ES,CM,Castilla-La Mancha,Fiesta Nacional de España,national
2019-10-12,ES,CN,Canarias,Fiesta Nacional de España,national
2019-10-12,ES,CT,Cataluna,Fiesta Nacional de España,national
2019-10-12,ES,ES,Espana,Fiesta Nacional de España,national
2019-10-12,ES,EX,Extremadura,Fiesta Nacional de España,national
2019-10-12,ES,GA,Galicia,Fiesta Nacional de España,national
2019-10-12,ES,IB,Illes Balears,Fiesta Nacional de España,national
2019-10-12,ES,MC,Murcia,Fiesta Nacional de España,national
2019-10-12,ES,MD,Madrid,Fiesta Nacional de España,national
2019-10-12,ES,ML,Melilla,Fiesta Nacional de España,national
2019-10-12,ES,NC,Navarra,Fiesta Nacional de España,national
2019-10-12,ES,PV,Pais Vasco,Fiesta Nacional de España,national
2019-10-12,ES,RI,La Rioja,Fiesta Nacional de España,national
2019-10-12,ES,VC,Comunitat Valenciana,Fiesta Nacional de España,national
2019-11-01,ES,AN,Andalucia,Todos los Santos,national
2019-11-01,ES,AR,Aragon,Todos los Santos,national
2019-11-01,ES,AS,Asturias,Todos los Santos,national
2019-11-01,ES,CB,Cantabria,Todos los Santos,national
2019-11-01,ES,CE,Ceuta,Todos los Santos,national
2019-11-01,ES,CL,Castilla y Leon,Todos los Santos,national
2019-11-01,ES,CM,Castilla-La Mancha,Todos los Santos,national
2019-11-01,ES,CN,Canarias,Todos los Santos,national
2019-11-01,ES,CT,Cataluna,Todos los Santos,national
2019-11-01,ES,ES,Espana,Todos los Santos,national
2019-11-01,ES,EX,Extremadura,Todos los Santos,national
2019-11-01,ES,GA,Galicia,Todos los Santos,national
2019-11-01,ES,IB,Illes Balears,Todos los Santos,national
2019-11-01,ES,MC,Murcia,Todos los Santos,national
2019-11-01,ES,MD,Madrid,Todos los Santos,national
2019-11-01,ES,ML,Melilla,Todos los Santos,national
2019-11-01,ES,NC,Navarra,Todos los Santos,national
2019-11-01,ES,PV,Pais Vasco,Todos los Santos,national
2019-11-01,ES,RI,La Rioja,Todos los Santos,national
2019-11-01,ES,VC,Comunitat Valenciana,Todos los Santos,national
2019-12-03,ES,NC,Navarra,San Francisco Javier,regional
2019-12-06,ES,AN,Andalucia,Día de la Constitución Española,national
2019-12-06,ES,AR,Aragon,Día de la Constitución Española,national
2019-12-06,ES,AS,Asturias,Día de la Constitución Española,national
2019-12-06,ES,CB,Cantabria,Día de la Constitución Española,national
2019-12-06,ES,CE,Ceuta,Día de la Constitución Española,national
2019-12-06,ES,CL,Castilla y Leon,Día de la Constitución Española,national
2019-12-06,ES,CM,Castilla-La Mancha,Día de la Constitución Española,national
2019-12-06,ES,CN,Canarias,Día de la Constitución Española,national
2019-12-06,ES,CT,Cataluna,Día de la Constitución Española,national
2019-12-06,ES,ES,Espana,Día de la Constitución Española,national
2019-12-06,ES,EX,Extremadura,Día de la Constitución Española,national
2019-12-06,ES,GA,Galicia,Día de la Constitución Española,national
2019-12-06,ES,IB,Illes Balears,Día de la Constitución Española,national
2019-12-06,ES,MC,Murcia,Día de la Constitución Española,national
2019-12-06,ES,MD,Madrid,Día de la Constitución Española,national
2019-12-06,ES,ML,Melilla,Día de la Constitución Española,national
2019-12-06,ES,NC,Navarra,Día de la Constitución Española,national
2019-12-06,ES,PV,Pais Vasco,Día de la Constitución Española,national
2019-12-06,ES,RI,La Rioja,Día de la Constitución Española,national
2019-12-06,ES,VC,Comunitat Valenciana,Día de la Constitución Española,national
2019-12-09,ES,AN,Andalucia,Lunes siguiente a Inmaculada Concepción,regional
2019-12-09,ES,AR,Aragon,Lunes siguiente a Inmaculada Concepción,regional
2019-12-09,ES,AS,Asturias,Lunes siguiente a Inmaculada Concepción,regional
2019-12-09,ES,CB,Cantabria,Lunes siguiente a Inmaculada Concepción,regional
2019-12-09,ES,CL,Castilla y Leon,Lunes siguiente a Inmaculada Concepción,regional
2019-12-09,ES,EX,Extremadura,Lunes siguiente a Inmaculada Concepción,regional
2019-12-09,ES,MD,Madrid,Lunes siguiente a Inmaculada Concepción,regional
2019-12-09,ES,ML,Melilla,Lunes siguiente a Inmaculada Concepción,regional
2019-12-09,ES,RI,La Rioja,Lunes siguiente a Inmaculada Concepción,regional
2019-12-25,ES,AN,Andalucia,Natividad del Señor,national
2019-12-25,ES,AR,Aragon,Natividad del Señor,national
2019-12-25,ES,AS,Asturias,Natividad del Señor,national
2019-12-25,ES,CB,Cantabria,Natividad del Señor,national
2019-12-25,ES,CE,Ceuta,Natividad del Señor,national
2019-12-25,ES,CL,Castilla y Leon,Natividad del Señor,national
2019-12-25,ES,CM,Castilla-La Mancha,Natividad del Señor,national
2019-12-25,ES,CN,Canarias,Natividad del Señor,national
2019-12-25,ES,CT,Cataluna,Natividad del Señor,national
2019-12-25,ES,ES,Espana,Natividad del Señor,national
2019-12-25,ES,EX,Extremadura,Natividad del Señor,national
2019-12-25,ES,GA,Galicia,Natividad del Señor,national
2019-12-25,ES,IB,Illes Balears,Natividad del Señor,national
2019-12-25,ES,MC,Murcia,Natividad del Señor,national
2019-12-25,ES,MD,Madrid,Natividad del Señor,national
2019-12-25,ES,ML,Melilla,Natividad del Señor,national
2019-12-25,ES,NC,Navarra,Natividad del Señor,national
2019-12-25,ES,PV,Pais Vasco,Natividad del Señor,national
2019-12-25,ES,RI,La Rioja,Natividad del Señor,national
2019-12-25,ES,VC,Comunitat Valenciana,Natividad del Señor,national
2019-12-26,ES,CT,Cataluna,San Esteban,regional
2019-12-26,ES,IB,Illes Balears,San Esteban,regional
2020-01-01,ES,AN,Andalucia,Año Nuevo,national
2020-01-01,ES,AR,Aragon,Año Nuevo,national
2020-01-01,ES,AS,Asturias,Año Nuevo,national
2020-01-01,ES,CB,Cantabria,Año Nuevo,national
2020-01-01,ES,CE,Ceuta,Año Nuevo,national
2020-01-01,ES,CL,Castilla y Leon,Año Nuevo,national
2020-01-01,ES,CM,Castilla-La Mancha,Año Nuevo,national
2020-01-01,ES,CN,Canarias,Año Nuevo,national
2020-01-01,ES,CT,Cataluna,Año Nuevo,national
2020-01-01,ES,ES,Espana,Año Nuevo,national
2020-01-01,ES,EX,Extremadura,Año Nuevo,national
2020-01-01,ES,GA,Galicia,Año Nuevo,national
2020-01-01,ES,IB,Illes Balears,Año Nuevo,national
2020-01-01,ES,MC,Murcia,Año Nuevo,national
2020-01-01,ES,MD,Madrid,Año Nuevo,national
2020-01-01,ES,ML,Melilla,Año Nuevo,national
2020-01-01,ES,NC,Navarra,Año Nuevo,national
2020-01-01,ES,PV,Pais Vasco,Año Nuevo,national
2020-01-01,ES,RI,La Rioja,Año Nuevo,national
2020-01-01,ES,VC,Comunitat Valenciana,Año Nuevo,national
2020-01-06,ES,AN,Andalucia,Epifanía del Señor,national
2020-01-06,ES,AR,Aragon,Epifanía del Señor,national
2020-01-06,ES,AS,Asturias,Epifanía del Señor,national
2020-01-06,ES,CB,Cantabria,Epifanía del Señor,national
2020-01-06,ES,CE,Ceuta,Epifanía del Señor,national
2020-01-06,ES,CL,Castilla y Leon,Epifanía del Señor,national
2020-01-06,ES,CM,Castilla-La Mancha,Epifanía del Señor,national
2020-01-06,ES,CN,Canarias,Epifanía del Señor,national
2020-01-06,ES,CT,Cataluna,Epifanía del Señor,national
2020-01-06,ES,ES,Espana,Epifanía del Señor,national
2020-01-06,ES,EX,Extremadura,Epifanía del Señor,national
2020-01-06,ES,GA,Galicia,Epifanía del Señor,national
2020-01-06,ES,IB,Illes Balears,Epifanía del Señor,national
2020-01-06,ES,MC,Murcia,Epifanía del Señor,national
2020-01-06,ES,MD,Madrid,Epifanía del Señor,national
2020-01-06,ES,ML,Melilla,Epifanía del Señor,national
2020-01-06,ES,NC,Navarra,Epifanía del Señor,national
2020-01-06,ES,PV,Pais Vasco,Epifanía del Señor,national
2020-01-06,ES,RI,La Rioja,Epifanía del Señor,national
2020-01-06,ES,VC,Comunitat Valenciana,Epifanía del Señor,national
2020-02-28,ES,AN,Andalucia,Día de Andalucía,regional
2020-03-13,ES,ML,Melilla,Estatuto de Autonomía de la Ciudad de Melilla,regional
2020-03-19,ES,CM,Castilla-La Mancha,San José,regional
2020-03-19,ES,GA,Galicia,San José,regional
2020-03-19,ES,MC,Murcia,San José,regional
2020-03-19,ES,NC,Navarra,San José,regional
2020-03-19,ES,PV,Pais Vasco,San José,regional
2020-03-19,ES,VC,Comunitat Valenciana,San José,regional
2020-04-09,ES,AN,Andalucia,Jueves Santo,regional
2020-04-09,ES,AR,Aragon,Jueves Santo,regional
2020-04-09,ES,AS,Asturias,Jueves Santo,regional
2020-04-09,ES,CB,Cantabria,Jueves Santo,regional
2020-04-09,ES,CE,Ceuta,Jueves Santo,regional
2020-04-09,ES,CL,Castilla y Leon,Jueves Santo,regional
2020-04-09,ES,CM,Castilla-La Mancha,Jueves Santo,regional
2020-04-09,ES,CN,Canarias,Jueves Santo,regional
2020-04-09,ES,EX,Extremadura,Jueves Santo,regional
2020-04-09,ES,GA,Galicia,Jueves Santo,regional
2020-04-09,ES,IB,Illes Balears,Jueves Santo,regional
2020-04-09,ES,MC,Murcia,Jueves Santo,regional
2020-04-09,ES,MD,Madrid,Jueves Santo,regional
2020-04-09,ES,ML,Melilla,Jueves Santo,regional
2020-04-09,ES,NC,Navarra,Jueves Santo,regional
2020-04-09,ES,PV,Pais Vasco,Jueves Santo,regional
2020-04-09,ES,RI,La Rioja,Jueves Santo,regional
2020-04-10,ES,AN,Andalucia,Viernes Santo,national
2020-04-10,ES,AR,Aragon,Viernes Santo,national
2020-04-10,ES,AS,Asturias,Viernes Santo,national
2020-04-10,ES,CB,Cantabria,Viernes Santo,national
2020-04-10,ES,CE,Ceuta,Viernes Santo,national
2020-04-10,ES,CL,Castilla y Leon,Viernes Santo,national
2020-04-10,ES,CM,Castilla-La Mancha,Viernes Santo,national
2020-04-10,ES,CN,Canarias,Viernes Santo,national
2020-04-10,ES,CT,Cataluna,Viernes Santo,national
2020-04-10,ES,ES,Espana,Viernes Santo,national
2020-04-10,ES,EX,Extremadura,Viernes Santo,national
2020-04-10,ES,GA,Galicia,Viernes Santo,national
2020-04-10,ES,IB,Illes Balears,Viernes Santo,national
2020-04-10,ES,MC,Murcia,Viernes Santo,national
2020-04-10,ES,MD,Madrid,Viernes Santo,national
2020-04-10,ES,ML,Melilla,Viernes Santo,national
2020-04-10,ES,NC,Navarra,Viernes Santo,national
2020-04-10,ES,PV,Pais Vasco,Viernes Santo,national
2020-04-10,ES,RI,La Rioja,Viernes Santo,national
2020-04-10,ES,VC,Comunitat Valenciana,Viernes Santo,national
2020-04-13,ES,CB,Cantabria,Lunes de Pascua,regional
2020-04-13,ES,CM,Castilla-La Mancha,Lunes de Pascua,regional
